tx_power_max,tput_airtime_tx,avg_util_rx_other_bss,avg_util_unknown_wifi,avg_util_non_wifi,pq_tpt_diff,avg_util_all,avg_nclients,airuse_by_len,retry_by_req,pq_air_diff,pq_airuse,pq_length,pq_max_used,pq_requested,pq_retried,pq_rtsfail,pq_throughput,wirelink_dl,tput_parametric,chanutil_intf,num_streams,band,avg_rssi,txrate_by_streams,rxrate_by_streams,txrate_by_wandl,rxrate_by_wandl,download,download_norm
8,0.229835016,0.51194635,0.13435978,0.000976388,0.0,0.57462776,10,0.125,0.1935483870967742,0.0,72.0,576,1.0,31.0,6.0,8.0,43,90.0,56.61094183365292,0.6472825179999999,2,5,-68.0,128.0,182.0,2.8444444444444446,4.044444444444444,3.748,0.04164444444444445
8,0.229835016,0.49194635,0.13435978,0.000976388,0.0,0.57462776,11,0.125,0.1935483870967742,0.0,72.0,576,1.0,31.0,6.0,8.0,43,90.0,56.61094183365292,0.627282518,2,5,-64.0,145.0,214.5,3.2222222222222223,4.766666666666667,1.874,0.020822222222222225
8,0.229835016,0.26194635,0.13435978,0.000976388,0.0,0.57462776,8,0.125,0.1935483870967742,0.0,72.0,576,1.0,31.0,6.0,8.0,43,90.0,56.61094183365292,0.397282518,2,5,-59.0,150.0,200.0,3.3333333333333335,4.444444444444445,9.37,0.1041111111111111
8,0.229835016,0.38194635,0.13435978,0.000976388,39.0,0.57462776,9,0.125,0.1935483870967742,65.0,72.0,576,1.0,31.0,6.0,8.0,43,90.0,56.61094183365292,0.517282518,2,5,-59.0,153.0,179.0,3.4,3.977777777777778,4.685,0.05205555555555555
8,0.305095284,0.2701199,0.15555461,0.001549658,0.0,0.49100524,8,0.012152777777777778,0.0,0.0,7.0,576,0.0,3.0,0.0,1.0,4,90.0,76.45496317883092,0.427224168,2,5,-58.0,135.0,12.0,3.0,0.26666666666666666,8.488999999999999,0.09432222222222221
8,0.305095284,0.3301199,0.15555461,0.001549658,37.0,0.49100524,11,0.012152777777777778,0.0,15.0,7.0,576,0.0,3.0,0.0,1.0,4,90.0,76.45496317883092,0.48722416799999996,2,5,-56.0,145.0,2.0,3.2222222222222223,0.044444444444444446,2.5467,0.028296666666666668
8,0.306779652,0.23992172,0.17143223,0.000774351,9749.0,0.48913372,8,0.03819444444444445,0.0,3998.0,22.0,576,0.0,10.0,0.0,1.0,41,90.0,76.64170593478421,0.412128301,2,5,-57.0,150.0,200.0,3.3333333333333335,4.444444444444445,9.334,0.1037111111111111
8,0.424193463,0.08948786,0.013898571,0.000610229,2.0,0.35867393,8,6.979166666666667,0.03494788473329246,150.0,4020.0,576,6.0,1631.0,57.0,40.0,9790,90.0,104.95136565275372,0.10399666,2,5,-58.0,90.0,200.0,2.0,4.444444444444445,9.286,0.10317777777777777
8,0.372596427,0.08921436,0.047634766,0.000447229,9783.0,0.41600397,8,7.239583333333333,0.10138805069402534,4113.0,4170.0,576,0.0,1657.0,168.0,85.0,9792,90.0,89.41531810407157,0.137296355,2,5,-57.0,90.0,200.0,2.0,4.444444444444445,9.396,0.1044
8,0.29548314,0.28084654,0.18371992,0.000338839,9.0,0.5016854000000001,8,0.09895833333333333,0.03125,53.0,57.0,576,6.0,32.0,1.0,10.0,9,90.0,69.74759544680666,0.464905299,2,5,-58.0,200.0,200.0,4.444444444444445,4.444444444444445,9.413,0.1045888888888889
8,0.29775159,0.21255942,0.14366539,0.000962474,0.0,0.4991649,8,0.006944444444444444,0.0,2.0,4.0,576,0.0,2.0,0.0,0.0,0,90.0,74.78979301327973,0.357187284,2,5,-58.0,150.0,12.0,3.3333333333333335,0.26666666666666666,7.58,0.08422222222222223
8,0.173639187,0.40846816,0.109407604,0.001170788,1.0,0.62706757,9,0.003472222222222222,0.0,5.0,2.0,576,0.0,1.0,0.0,0.0,0,90.0,43.851747028814515,0.519046552,2,5,-57.0,135.0,200.0,3.0,4.444444444444445,9.162,0.10180000000000002
8,0.21636909,0.38161036,0.12727474,0.000516536,83.0,0.5795899,9,0.012152777777777778,0.3333333333333333,703.0,7.0,576,0.0,3.0,1.0,0.0,1,90.0,55.25935053794479,0.509401636,2,5,-57.0,135.0,200.0,3.0,4.444444444444445,7.917000000000002,0.08796666666666668
8,0.279851184,0.17082533,0.13523611,0.00024211,7859.0,0.50905424,9,1.2326388888888888,0.06666666666666667,2351.0,710.0,576,7.0,345.0,23.0,11.0,84,90.0,71.75460032318665,0.30630355,2,5,-58.0,150.0,200.0,3.3333333333333335,4.444444444444445,4.302,0.047799999999999995
8,0.371421612,0.091597505,0.034158163,0.000374967,1320.0,0.40730932,9,5.314236111111111,0.015772870662460567,463.0,3061.0,576,12.0,1268.0,20.0,38.0,7943,90.0,90.74054044961656,0.126130635,2,5,-58.0,150.0,200.0,3.3333333333333335,4.444444444444445,7.263,0.0807
8,0.521034759,0.113087624,0.014331861,0.000252909,6583.0,0.24107249,9,4.510416666666667,0.007428040854224698,2541.0,2598.0,576,6.0,1077.0,8.0,94.0,6623,90.0,127.96458047957486,0.127672394,2,5,-58.0,150.0,200.0,3.3333333333333335,4.444444444444445,9.086,0.10095555555555556
8,0.24893838,0.27799532,0.17469305,0.00069721,40.0,0.5434018,9,0.09895833333333333,0.17391304347826086,55.0,57.0,576,0.0,23.0,4.0,3.0,40,90.0,62.92328116123215,0.45338558,2,5,-57.0,180.0,12.0,4.0,0.26666666666666666,7.841,0.08712222222222223
8,0.481153896,0.119446486,0.07772913,0.000834894,1.0,0.29538456,8,0.003472222222222222,0.0,3.0,2.0,576,0.0,1.0,0.0,0.0,0,90.0,120.73192482105561,0.19801051,2,5,-57.0,135.0,12.0,3.0,0.26666666666666666,8.782,0.09757777777777778
8,0.541715364,0.09260099,0.018633274,0.001057533,1.0,0.22809404,8,0.008680555555555556,0.0,2.0,5.0,576,0.0,2.0,0.0,0.0,1,90.0,135.83665868147637,0.112291797,2,5,-57.0,162.0,12.0,3.6,0.26666666666666666,9.384,0.10426666666666667
8,0.432837765,0.20251085,0.05906839,0.001138541,213.0,0.34906915,8,0.012152777777777778,0.0,1952.0,7.0,576,0.0,3.0,0.0,0.0,2,90.0,111.1481081595629,0.26271778100000004,2,5,-57.0,150.0,200.0,3.3333333333333335,4.444444444444445,9.305,0.10338888888888889
8,0.508016412,0.06454041599999999,0.00476674,0.000833838,57.0,0.26553732,8,3.4010416666666665,0.0011806375442739079,3.0,1959.0,576,10.0,847.0,1.0,10.0,215,90.0,124.08241120369951,0.070140994,2,5,-60.0,200.0,200.0,4.444444444444445,4.444444444444445,9.434,0.10482222222222222
8,0.447702615,0.053025924,0.003950848,0.0007948569999999999,9525.0,0.32255265,9,3.3958333333333335,0.0044742729306487695,1765.0,1956.0,576,25.0,894.0,4.0,6.0,272,90.0,112.49875553940792,0.05777162900000001,2,5,-59.0,180.0,200.0,4.0,4.444444444444445,9.03,0.10033333333333333
8,0.24994935,0.19627626,0.08713376,0.001096483,9225.0,0.5422785,9,6.460069444444445,0.009797517962116264,3442.0,3721.0,576,4.0,1531.0,15.0,183.0,9797,90.0,63.805942021588514,0.284506503,2,5,-59.0,180.0,200.0,4.0,4.444444444444445,9.238,0.10264444444444444
8,0.4815258120000001,0.070428655,0.004793543,0.000815361,567.0,0.29497132,8,0.484375,0.2459016393442623,252.0,279.0,576,2.0,122.0,30.0,2.0,572,90.0,121.62568362858896,0.076037559,2,5,-60.0,135.0,200.0,3.0,4.444444444444445,8.882,0.09868888888888888
8,0.204176205,0.6210530000000001,0.060724176,0.001922126,0.0,0.60313755,10,0.046875,0.2857142857142857,0.0,27.0,576,0.0,14.0,4.0,0.0,5,90.0,49.305411011111225,0.6836993020000001,2,5,-58.0,167.5,19.5,3.7222222222222223,0.43333333333333335,2.8149,0.03127666666666667
8,0.204176205,0.42105299999999996,0.060724176,0.001922126,0.0,0.60313755,9,0.046875,0.2857142857142857,0.0,27.0,576,0.0,14.0,4.0,0.0,5,90.0,49.305411011111225,0.48369930200000005,2,5,-61.0,171.5,-12.0,3.811111111111111,-0.26666666666666666,7.506399999999998,0.08340444444444442
8,0.204176205,0.371053,0.060724176,0.001922126,4.0,0.60313755,8,0.046875,0.2857142857142857,23.0,27.0,576,0.0,14.0,4.0,0.0,5,90.0,49.305411011111225,0.433699302,2,5,-60.0,180.0,12.0,4.0,0.26666666666666666,9.383,0.10425555555555555
8,0.22945932,0.3714924000000001,0.038271315,0.001007705,0.0,0.5750451999999999,11,0.006944444444444444,0.0,0.0,4.0,576,0.0,2.0,0.0,1.0,1,90.0,58.25298956225356,0.4107714200000001,2,5,-69.0,178.5,1.5,3.966666666666667,0.03333333333333333,5.5722000000000005,0.06191333333333334
8,0.22945932,0.29149240000000004,0.038271315,0.001007705,18.0,0.5750451999999999,8,0.006944444444444444,0.0,33.0,4.0,576,0.0,2.0,0.0,1.0,1,90.0,58.25298956225356,0.33077142,2,5,-60.0,180.0,12.0,4.0,0.26666666666666666,9.287,0.1031888888888889
8,0.4338051570000001,0.19166708,0.12325954,0.0008124339999999999,208.0,0.34799427,8,0.0642361111111111,0.0,1982.0,37.0,576,0.0,15.0,0.0,2.0,19,90.0,112.63344959653239,0.315739054,2,5,-60.0,180.0,200.0,4.0,4.444444444444445,9.242,0.1026888888888889
8,0.4082011920000001,0.119254984,0.058718875,0.000827081,9562.0,0.37644312,8,3.5052083333333335,0.008918617614269788,2068.0,2019.0,576,2.0,897.0,8.0,44.0,227,90.0,102.3964115457761,0.17880094,2,5,-61.0,180.0,200.0,4.0,4.444444444444445,9.402,0.10446666666666665
8,0.433036197,0.06596926,0.010061684,0.000614208,69.0,0.34884867,8,7.095486111111111,0.01144578313253012,316.0,4087.0,576,1.0,1660.0,19.0,25.0,9789,90.0,113.93277165006057,0.07664515200000001,2,5,-60.0,200.0,200.0,4.444444444444445,4.444444444444445,9.482,0.10535555555555555
8,0.4328021520000001,0.08121528,0.014856513,0.00072647,31.0,0.35910872,7,6.546875,0.009523809523809525,294.0,3771.0,576,17.0,1575.0,15.0,36.0,9720,90.0,115.06883063950016,0.096798263,2,5,-59.0,200.0,200.0,4.444444444444445,4.444444444444445,9.479,0.10532222222222222
8,0.44482032,0.06486193,0.013985194,0.000678656,7542.0,0.34575520000000004,7,7.057291666666667,0.013905683192261185,3210.0,4065.0,576,0.0,1654.0,23.0,16.0,9751,90.0,117.31245583199286,0.07952578,2,5,-60.0,180.0,200.0,4.0,4.444444444444445,9.439,0.10487777777777778
8,0.657672228,0.06539448,0.006214473000000001,0.0016204879999999998,2135.0,0.10925308,7,1.484375,0.0,586.0,855.0,576,12.0,369.0,0.0,5.0,2209,90.0,171.2737921190234,0.07322944,2,5,-60.0,200.0,200.0,4.444444444444445,4.444444444444445,9.515,0.10572222222222223
8,0.66907539,0.05480117,0.004148097,0.000880787,73.0,0.0965829,7,0.4670138888888889,0.034782608695652174,265.0,269.0,576,2.0,115.0,4.0,2.0,74,90.0,165.46692524001043,0.059830054,2,5,-62.0,200.0,200.0,4.444444444444445,4.444444444444445,9.399,0.10443333333333332
8,0.41183028,0.21846102,0.13127269,0.002117995,1.0,0.3824108,7,0.006944444444444444,0.0,2.0,4.0,576,0.0,2.0,0.0,1.0,1,90.0,107.24450111473,0.351851705,2,5,-60.0,200.0,12.0,4.444444444444445,0.26666666666666666,9.443,0.10492222222222222
8,0.649842624,0.06588978,0.006918344,0.001046784,1.0,0.11795264,7,0.003472222222222222,0.0,3.0,2.0,576,0.0,1.0,0.0,0.0,0,90.0,172.66382217254002,0.073854908,2,5,-60.0,200.0,12.0,4.444444444444445,0.26666666666666666,9.452,0.10502222222222223
8,0.626444532,0.072235495,0.004516244,0.001048745,8.0,0.14395052,7,0.008680555555555556,0.0,27.0,5.0,576,0.0,2.0,0.0,0.0,1,90.0,167.7907505720399,0.077800485,2,5,-59.0,180.0,12.0,4.0,0.26666666666666666,9.444,0.10493333333333334
8,0.573087924,0.106151596,0.058452755,0.001000887,198.0,0.20323564,7,0.05555555555555555,0.0,1713.0,32.0,576,0.0,13.0,0.0,0.0,9,90.0,153.7339438699734,0.16560523800000002,2,5,-59.0,180.0,200.0,4.0,4.444444444444445,9.41,0.10455555555555555
8,0.51411969,0.10397888,0.016591428000000002,0.0008846939999999998,110.0,0.2887559,5,3.029513888888889,0.0051813471502590676,785.0,1745.0,576,5.0,965.0,5.0,17.0,207,90.0,132.46346659212938,0.121455002,2,5,-61.0,200.0,200.0,4.444444444444445,4.444444444444445,9.368,0.1040888888888889
8,0.602707302,0.05589293,0.015761418,0.000789975,9493.0,0.18032522,6,4.392361111111111,0.012511170688114389,1446.0,2530.0,576,5.0,1119.0,14.0,11.0,317,90.0,163.05992671433165,0.072444323,2,5,-59.0,200.0,200.0,4.444444444444445,4.444444444444445,9.424,0.1047111111111111
8,0.488217438,0.06782918,0.009447077,0.0007009410000000001,10.0,0.30753618,6,6.902777777777778,0.0018148820326678765,32.0,3976.0,576,10.0,1653.0,3.0,23.0,9810,90.0,126.26845332974479,0.077977198,2,5,-61.0,150.0,200.0,3.3333333333333335,4.444444444444445,9.44,0.10488888888888888
8,0.04331781,0.6567886,0.06610925,0.000438578,9820.0,0.8018691,6,6.847222222222222,0.017791411042944787,3940.0,3944.0,576,6.0,1630.0,29.0,26.0,9820,90.0,11.414121112322936,0.723336428,2,5,-61.0,135.0,200.0,3.0,4.444444444444445,8.771,0.09745555555555556
8,0.009000000000000001,0.8353245,0.019774804,0.000237286,1.0,0.88947654,6,0.006944444444444444,0.0,1.0,4.0,576,0.0,3.0,0.0,0.0,0,90.0,2.3988007485000002,0.85533659,2,5,-60.0,200.0,12.0,4.444444444444445,0.26666666666666666,9.261,0.10289999999999999
8,0.468950643,0.13305646,0.16272102,0.000329075,1.0,0.32894373,6,0.008680555555555556,0.0,3.0,5.0,576,0.0,2.0,0.0,0.0,1,90.0,128.73673221948079,0.296106555,2,5,-59.0,180.0,12.0,4.0,0.26666666666666666,9.436,0.10484444444444445
8,0.490445118,0.17066129,0.09693512,0.001693216,1.0,0.30506098,6,0.003472222222222222,0.0,2.0,2.0,576,0.0,1.0,0.0,0.0,0,90.0,132.48000831727413,0.269289626,2,5,-60.0,150.0,12.0,3.3333333333333335,0.26666666666666666,9.411,0.10456666666666667
8,0.639289404,0.09017247,0.023524484,0.000110343,48.0,0.14967844,5,0.006944444444444444,0.0,38.0,4.0,576,0.0,2.0,0.0,0.0,1,90.0,159.11318547413248,0.113807297,2,5,-59.0,150.0,12.0,3.3333333333333335,0.26666666666666666,9.407,0.10452222222222222
8,0.60478488,0.07330551,0.006245581,1.56e-05,76.0,0.1880168,5,0.07291666666666667,0.2222222222222222,675.0,42.0,576,0.0,18.0,4.0,0.0,49,90.0,174.5656354984863,0.079566715,2,5,-61.0,180.0,200.0,4.0,4.444444444444445,6.855,0.07616666666666667
8,0.498086046,0.063287094,0.009553801,0.000105459,95.0,0.28657106,7,1.2447916666666667,0.0,1257.0,717.0,576,16.0,806.0,0.0,13.0,125,90.0,132.87918899483114,0.072946354,2,5,-60.0,180.0,200.0,4.0,4.444444444444445,9.41,0.10455555555555555
8,0.517945122,0.06352581,0.006300839,0.0007136530000000001,9582.0,0.26450542,7,3.4270833333333335,0.015643802647412757,2182.0,1974.0,576,3.0,831.0,13.0,12.0,220,90.0,137.53014610701487,0.070540302,2,5,-61.0,150.0,200.0,3.3333333333333335,4.444444444444445,9.26,0.10288888888888889
8,0.420819228,0.086442545,0.015646707,0.000219675,9801.0,0.37242308,7,7.215277777777778,0.009014423076923076,4141.0,4156.0,576,0.0,1664.0,15.0,37.0,9802,90.0,112.45402472905333,0.102308927,2,5,-61.0,135.0,200.0,3.0,4.444444444444445,9.498,0.10553333333333333
8,0.603366156,0.08355889999999999,0.014800428,0.00033786,0.0,0.16959316,7,0.026041666666666668,0.0,11.0,15.0,576,0.0,6.0,0.0,0.0,1,90.0,165.43137141994862,0.098697188,2,5,-60.0,180.0,12.0,4.0,0.26666666666666666,9.385,0.10427777777777777
8,0.399356937,0.2309447,0.13178831,0.00020993,101.0,0.39627007,7,0.006944444444444444,0.0,903.0,4.0,576,0.0,2.0,0.0,1.0,1,90.0,108.40774080467142,0.36294294,2,5,-60.0,150.0,12.0,3.3333333333333335,0.26666666666666666,9.337,0.10374444444444444
8,0.479392668,0.11708133,0.017544476,0.000235333,190.0,0.31734148,6,1.5746527777777777,0.0,1630.0,907.0,576,3.0,402.0,0.0,6.0,102,90.0,129.3560704148226,0.134861139,2,5,-61.0,135.0,200.0,3.0,4.444444444444445,9.441,0.10490000000000001
8,0.5553967679999999,0.04863087,0.001661976,3.52e-05,9256.0,0.23289248,6,4.404513888888889,0.028130671506352088,1493.0,2537.0,576,8.0,1102.0,31.0,11.0,292,90.0,148.78722822225103,0.050328,2,5,-61.0,135.0,200.0,3.0,4.444444444444445,9.416,0.10462222222222223
8,0.482896908,0.049707886,0.002039874,8.98e-05,250.0,0.29344788,8,6.996527777777778,0.005607476635514018,107.0,4030.0,576,6.0,1605.0,9.0,8.0,9548,90.0,133.0265758474576,0.051837596,2,5,-59.0,135.0,200.0,3.0,4.444444444444445,9.323,0.1035888888888889
8,0.492561684,0.04726175,0.002369923,1.56e-05,9562.0,0.28270924,8,6.810763888888889,0.010012515644555695,3794.0,3923.0,576,7.0,1598.0,16.0,23.0,9798,90.0,135.39026792977361,0.049647297,2,5,-59.0,180.0,200.0,4.0,4.444444444444445,9.42,0.10466666666666667
8,0.635822208,0.051660802,0.005039626,3.12e-05,168.0,0.12353088,8,0.22395833333333334,0.09615384615384616,92.0,129.0,576,0.0,52.0,5.0,2.0,236,90.0,184.37161169570982,0.056731675,2,5,-59.0,200.0,200.0,4.444444444444445,4.444444444444445,9.467,0.1051888888888889
8,0.669817647,0.049679276,0.002937245,1.66e-05,12462.0,0.08575817,8,0.3836805555555556,0.17582417582417584,1376.0,221.0,576,1.0,91.0,16.0,3.0,68,90.0,195.70342712029566,0.052633121,2,5,-58.0,200.0,200.0,4.444444444444445,4.444444444444445,9.407,0.10452222222222222
8,0.07491078,0.049156684000000006,0.007181825,0.001847452,1140.0,0.6267658,20,2.7725694444444446,0.012658227848101266,513.0,1597.0,576,15.0,1185.0,15.0,36.0,12530,90.0,20.680821083955813,0.058185961,2,5,-57.0,200.0,200.0,4.444444444444445,4.444444444444445,13.609000000000002,0.15121111111111113
8,0.088174584,0.024030495,0.002212551,0.00137186,13627.0,0.61202824,20,3.6631944444444446,0.04586466165413534,1883.0,2110.0,576,10.0,1330.0,61.0,48.0,13670,90.0,24.381496303956087,0.027614906,2,5,-58.0,135.0,200.0,3.0,4.444444444444445,25.571,0.2841222222222222
8,0.18826506,0.032825276,0.002684595,0.001992458,42.0,0.5008166000000001,20,0.3940972222222222,0.0,222.0,227.0,576,3.0,109.0,0.0,3.0,43,90.0,52.70967720226123,0.037502329,2,5,-50.0,200.0,200.0,4.444444444444445,4.444444444444445,21.156,0.23506666666666665
8,0.450632835,0.03188511,0.00376532,0.000474571,4.0,0.22929685,18,0.008680555555555556,0.0,2.0,5.0,576,0.0,2.0,0.0,0.0,1,90.0,128.22320354783886,0.036125001,2,5,-48.0,200.0,12.0,4.444444444444445,0.26666666666666666,17.49,0.1943333333333333
8,0.515822319,0.035457052,0.002793716,0.000589795,609.0,0.15686409,18,0.012152777777777778,1.3333333333333333,4609.0,7.0,576,0.0,3.0,4.0,0.0,5,90.0,148.9855557588906,0.038840563,2,5,-51.0,150.0,200.0,3.3333333333333335,4.444444444444445,21.458,0.2384222222222222
8,0.203956074,0.025377875,0.005505341,0.000381732,23867.0,0.51338214,17,8.01388888888889,0.0,2035.0,4616.0,576,23.0,2993.0,0.0,61.0,614,90.0,58.038186958868415,0.031264948,2,5,-49.0,200.0,200.0,4.444444444444445,4.444444444444445,33.459,0.3717666666666667
8,0.268777962,0.03863492,0.002078689,0.000370044,8425.0,0.44135782,17,11.546875,0.00902853015529072,1509.0,6651.0,576,6.0,2769.0,25.0,65.0,24481,90.0,76.60318360672595,0.041083653,2,5,-52.0,180.0,200.0,4.0,4.444444444444445,34.83,0.38699999999999996
8,0.19438452,0.025024949,0.000256811,0.000271458,2274.0,0.5240172000000001,17,14.166666666666666,0.002558271745309835,56.0,8160.0,576,7.0,3518.0,9.0,166.0,32906,90.0,55.20103036098632,0.025553219,2,5,-50.0,150.0,200.0,3.3333333333333335,4.444444444444445,36.32,0.40355555555555556
8,0.27568125,0.047486387000000005,0.00166881,0.000993084,30617.0,0.4336875,17,14.26388888888889,0.015050651230101303,8112.0,8216.0,576,8.0,3455.0,52.0,151.0,30632,90.0,79.3711503886275,0.050148281,2,5,-50.0,180.0,200.0,4.0,4.444444444444445,32.131,0.3570111111111111
8,0.206014086,0.038532604,0.02402401,0.001176873,0.0,0.51109546,17,0.18055555555555555,0.1111111111111111,0.0,104.0,576,3.0,54.0,6.0,4.0,15,90.0,56.381444681151095,0.063733487,2,5,-56.0,180.0,12.0,4.0,0.26666666666666666,37.913,0.4212555555555555
8,0.206014086,0.038532604,0.02402401,0.001176873,15.0,0.51109546,17,0.18055555555555555,0.1111111111111111,99.0,104.0,576,3.0,54.0,6.0,4.0,15,90.0,56.381444681151095,0.063733487,2,5,-56.0,200.0,12.0,4.444444444444445,0.26666666666666666,32.056,0.35617777777777776
8,0.56479086,0.037209947,0.00062788,0.000570267,7.0,0.0924546,19,0.008680555555555556,0.0,5.0,5.0,576,0.0,2.0,0.0,0.0,0,90.0,161.51476869445733,0.038408094,2,5,-55.0,200.0,200.0,4.444444444444445,4.444444444444445,23.861,0.2651222222222222
8,0.5972690970000001,0.03232941,0.002569128,0.001267475,607.0,0.06636767,18,0.017361111111111112,0.0,1633.0,10.0,576,0.0,5.0,0.0,0.0,7,90.0,164.29122053702514,0.036166013,2,5,-58.0,135.0,12.0,3.0,0.26666666666666666,36.949,0.41054444444444443
8,0.07358049,0.031389114,0.006841042,0.001084841,241.0,0.6482439,18,2.8524305555555554,0.019743589743589744,5389.0,1643.0,576,47.0,3900.0,77.0,31.0,614,90.0,21.76659275144525,0.039314997,2,5,-52.0,180.0,200.0,4.0,4.444444444444445,37.262,0.41402222222222224
8,0.16196157,0.0921446,0.02530614,0.000689147,0.0,0.5500427,18,12.208333333333334,0.001934651762682717,0.0,7032.0,576,18.0,4652.0,9.0,27.0,855,90.0,47.88196512226195,0.118139887,2,5,-52.0,180.0,200.0,4.0,4.444444444444445,35.583,0.39536666666666664
8,0.16196157,0.0921446,0.02530614,0.000689147,20055.0,0.5500427,18,12.208333333333334,0.001934651762682717,3091.0,7032.0,576,18.0,4652.0,9.0,27.0,855,90.0,47.88196512226195,0.118139887,2,5,-52.0,180.0,12.0,4.0,0.26666666666666666,19.656,0.21839999999999998
8,0.12579282,0.09567686,0.057230193,0.0013150420000000002,7077.0,0.6002301999999999,17,6.842013888888889,0.00826044703595724,280.0,3941.0,576,28.0,2058.0,17.0,77.0,20910,90.0,37.18872920697705,0.154222095,2,5,-52.0,180.0,200.0,4.0,4.444444444444445,27.141,0.30156666666666665
8,0.148128696,0.092237726,0.047514066,0.0014118020000000002,19121.0,0.58541256,16,7.328125,0.020024028834601523,3018.0,4221.0,576,47.0,4994.0,100.0,69.0,27987,90.0,43.567480218167695,0.141163594,2,5,-52.0,180.0,200.0,4.0,4.444444444444445,39.875,0.44305555555555554
8,0.18509175,0.035020147,0.004090842,0.001233111,8821.0,0.5243425,18,2.0885416666666665,0.11041405269761606,928.0,1203.0,576,13.0,797.0,88.0,40.0,8866,90.0,53.83657667273581,0.0403441,2,5,-52.0,180.0,121.5,4.0,2.7,43.282,0.48091111111111107
8,0.23490558,0.029591264,0.002899171,0.000990151,4.0,0.4689938,18,0.4774305555555556,0.01680672268907563,247.0,275.0,576,3.0,119.0,2.0,2.0,45,90.0,69.5595592878519,0.033480586,2,5,-52.0,180.0,200.0,4.0,4.444444444444445,34.775,0.3863888888888889
8,0.298663722,0.061942514,0.013991837,0.0008328130000000001,415.0,0.40815142,17,0.04861111111111111,0.0,102.0,28.0,576,0.0,10.0,0.0,3.0,41,90.0,90.29737019132148,0.076767164,2,5,-52.0,180.0,200.0,4.0,4.444444444444445,45.59,0.5065555555555556
8,0.5777322979999999,0.07757574,0.003720402,0.000241191,0.0,0.108075224,16,0.22569444444444445,0.30158730158730157,0.0,130.0,576,1.0,63.0,19.0,3.0,456,90.0,170.31582826309847,0.081537333,2,5,-51.0,135.0,200.0,3.0,4.444444444444445,13.948,0.15497777777777777
8,0.5777322979999999,0.07757574,0.003720402,0.000241191,454.0,0.108075224,16,0.22569444444444445,0.30158730158730157,6465.0,130.0,576,1.0,63.0,19.0,3.0,456,90.0,170.31582826309847,0.081537333,2,5,-51.0,162.0,12.0,3.6,0.26666666666666666,42.688,0.47431111111111113
8,0.213482376,0.042819854,0.002971445,0.000153308,17636.0,0.51279736,16,11.449652777777779,0.0016470588235294118,2614.0,6595.0,576,40.0,4250.0,7.0,99.0,910,90.0,62.6750771011842,0.045944607,2,5,-52.0,150.0,200.0,3.3333333333333335,4.444444444444445,33.601,0.3733444444444444
8,0.20011626,0.047201253,0.001287005,0.0007225980000000001,15354.0,0.5276486,16,6.911458333333333,0.014749262536873156,4350.0,3981.0,576,47.0,2034.0,30.0,68.0,18546,90.0,59.07585874598127,0.049210856,2,5,-53.0,180.0,200.0,4.0,4.444444444444445,35.069,0.3896555555555556
8,0.22490595,0.031795815,0.001201961,0.000458913,15125.0,0.5001045,16,14.463541666666666,0.009426339886883921,4087.0,8331.0,576,24.0,3713.0,35.0,137.0,33900,90.0,66.53369607514578,0.033456688,2,5,-53.0,200.0,200.0,4.444444444444445,4.444444444444445,33.773,0.37525555555555556
8,0.19860057,0.057543676,0.002508945,0.0013891939999999998,18705.0,0.5293326999999999,16,7.368055555555555,0.015888778550148957,4033.0,4244.0,576,6.0,2014.0,32.0,93.0,18775,90.0,58.44819082746361,0.061441815,2,5,-53.0,150.0,200.0,3.3333333333333335,4.444444444444445,19.076,0.21195555555555556
8,0.605933163,0.034775537,0.001993981,0.000647409,69.0,0.07674093,16,0.3663194444444444,0.023255813953488372,206.0,211.0,576,3.0,86.0,2.0,4.0,70,90.0,178.76953745956075,0.037416927,2,5,-53.0,200.0,200.0,4.444444444444445,4.444444444444445,15.022,0.16691111111111112
8,0.5295623220000001,0.079515114,0.008875266,0.000692327,139.0,0.16159742,16,0.008680555555555556,0.0,806.0,5.0,576,0.0,2.0,0.0,0.0,1,90.0,158.24477914058406,0.089082707,2,5,-52.0,150.0,12.0,3.3333333333333335,0.26666666666666666,9.865,0.10961111111111112
8,0.43029846,0.042277906,0.009551979,0.000363253,25927.0,0.2718906,16,1.4079861111111112,0.014678899082568808,3887.0,811.0,576,7.0,545.0,8.0,12.0,140,90.0,128.0737576839976,0.052193138,2,5,-55.0,200.0,200.0,4.444444444444445,4.444444444444445,15.78,0.1753333333333333
8,0.10855062,0.051426925,0.015852885,0.000537965,13348.0,0.6193881999999999,17,8.15625,0.007338740826573967,1133.0,4698.0,576,21.0,2589.0,19.0,47.0,26067,90.0,32.92224119614896,0.067817775,2,5,-50.0,200.0,200.0,4.444444444444445,4.444444444444445,21.501,0.2389
8,0.187217433,0.06612171,0.004043705999999999,0.0004022230000000001,15494.0,0.53198063,17,6.189236111111111,0.015779092702169626,3865.0,3565.0,576,16.0,1521.0,24.0,58.0,12719,90.0,56.80717058235947,0.070567639,2,5,-48.0,200.0,200.0,4.444444444444445,4.444444444444445,11.409,0.12676666666666667
8,0.309511458,0.049072146,0.0014344529999999998,0.000411099,12958.0,0.39609838,17,12.899305555555555,0.008722741433021807,4655.0,7430.0,576,21.0,3210.0,28.0,136.0,28213,90.0,89.46166982981575,0.050917698,2,5,-56.0,200.0,162.0,4.444444444444445,3.6,21.953000000000007,0.2439222222222223
