airwatch,ap,ap_id,ap_mac,apfw,available_bw,avg_mcs,avg_nclients,avg_noise,avg_rssi,avg_snr,avg_util_all,avg_util_non_wifi,avg_util_rx_in_bss,avg_util_rx_other_bss,avg_util_tx,avg_util_unknown_wifi,band,bandwidth,channel,chanutil_intf,client_dl,client_tx_airtime,client_txrx_bw,clientmac,clientname,cloud_rtt,connect_time_sec,device_type,download,dt,dual_band,epoch,error_rate,family,free_bw,hostname,id,idle_time,ip,is_guest,jitter,key_mgmt,last_seen,latency,mac,manufacture,map_id,mcs_drops,mcs_type,model,num_locating_aps,num_locating_aps.1,num_streams,org,os,ping,pq_airuse,pq_dropped,pq_length,pq_max_used,pq_requested,pq_retried,pq_rtsfail,pq_throughput,proto,protocol,psk_id,resultdate,roam_count,rssi,rt,rx_bitrate,rx_bps,rx_bytes,rx_pkts,rx_rate,rx_retries,site,site_id,snr,ssid,sum_active,sum_txpkts,total_aps,total_clients,tput,tput_airtime_rx,tput_airtime_tx,tput_d,tput_d_heuristic,tput_derr,tput_max,tput_max_u,tput_theta0,tput_theta1,tput_theta2,tput_u,tput_uerr,ttl,tx_bitrate,tx_bps,tx_bytes,tx_pkts,tx_power,tx_power_max,tx_rate,tx_retries,upload,uptime,username,vlan_id,wan_dl,wirelink_dl_mbps,wirelink_dl_measure,wirelink_up_mbps,wirelink_up_measure,wlan_id,x,y,wirelink_dl,download_norm
,5c-5b-35-2e-1d-10,00000000-0000-0000-1000-5c5b352e1d10,5c5b352e1d10,apfw-0.5.16557-master-7a9c,9.7931137766,0,14,-90,-43.0,47.0,0.14499542,0.00178105,0.0077383886,0.08711424,0.044646353,0.0037154031,5,40.0,132,0.0926106931,35.54063797,0,0,UNKNOWN clientmac,UNKNOWN clientname,16.0,696,UNKNOWN device_type,139.326,UNKNOWN dt,False,1549051577,0.0014704396252,Mac,17.100091600000003,SandeshD-mac,f0189834e9fb,0,10.2.11.35,False,2.77777777778,WPA2-PSK/CCMP,1549051576,3.1321064528500004,f0189834e9fb,Apple,2e8b48e5-2b94-422f-84c3-1722bf9baad4,0,UNKNOWN mcs_type,,14,14,3,9291176a-6e1e-11e5-9cdd-02e208b2d34f,High Sierra,11,62.0,0,576,0.0,23.0,1.0,0.0,15,ac,ac,,UNKNOWN resultdate,UNKNOWN roam_count,-43,UNKNOWN rt,600.0,600.0,501458725,36149,6000.0,3652,,9291ba26-6e1e-11e5-9cdd-02e208b2d34f,47,Rivendell,1,UNKNOWN sum_txpkts,21.0,130.0,0.017247,0.562504122,0.562504122,35.54063797,UNKNOWN tput_d_heuristic,99.1075674382,495.537837191,495.537837191,498.972018312,5,-67.8593260392,250.86786842400002,99.1075674382,298,600.0,600.0,3326428311,1239028,0,8,6000.0,138552,17.358,756,,1,180.0,180.0,UNKNOWN wirelink_dl_measure,73.0804671362,UNKNOWN wirelink_up_measure,85c35eda-b25d-424e-8c5b-6e4f1771d905,1024.2500668,1086.74998692,180.0,0.7740333333333334
,5c-5b-35-0e-07-44,00000000-0000-0000-1000-5c5b350e0744,5c5b350e0744,apfw-0.2.13527-braavos-f67e,8.47562072,0,1,-90,-55.0,35.0,0.29459852,0.000827033,0.05498158,0.09224493,0.14641120000000002,0.00013377,5,,40,0.09320573300000001,151.9019413,0,0,UNKNOWN,UNKNOWN,253.0,16721,UNKNOWN,9.506,UNKNOWN,False,1536246918,0.0016401410000000001,,14.1080296,CPU-328,60672053de2c,0,172.29.101.150,False,0.222222222,WPA2-PSK/CCMP,1536246889,0.95727332,60672053de2c,Intel Corporate,e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,,1,,3,b425e4f2-ad72-11e6-8a23-0242ac110004,Windows 7,8,3932.0,0,576,47.0,1714.0,12.0,11.0,9773,n,n,,UNKNOWN,0,-55,1536246840,300.0,359517.0,2494765485,2538910,300.0,773,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,37,Mist-TAL-staging,1,4599,,,9.8689,0.544861332,0.544861332,151.9019413,,55.75801854,278.79009269999995,278.79009269999995,293.08426769999994,5,-69.85303517,136.7117471,55.75801854,281,300.0,9868900.0,2342621781,2477430,0,8,300.0,13464,9.561,16721,,1,90.0,90.0,,53.05894862,,35f2a6c8-edce-11e6-94a2-0242ac110003,351.8131644,463.1838789,90.0,0.10562222222222223
,5c-5b-35-0e-57-a8,00000000-0000-0000-1000-5c5b350e57a8,5c5b350e57a8,apfw-0.2.13527-braavos-f67e,3.47649092,0,17,-90,-56.0,34.0,0.49167922,0.00036030800000000005,0.23479503,0.03192292,0.22114824,0.00345271,5,,56,0.035735939,97.79201155,0,0,UNKNOWN,UNKNOWN,281.5,14657,UNKNOWN,22.138,UNKNOWN,False,1536052781,0.001352961,Mac,10.1664156,AshutoshT-Macs,9801a7b6c591,1,172.29.9.26,False,3.222222222,WPA2-PSK/CCMP,1536052726,1.284126984,9801a7b6c591,Apple,e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,,1,,3,b425e4f2-ad72-11e6-8a23-0242ac110004,High Sierra,6,33.0,0,576,0.0,14.0,0.0,0.0,9,ac,ac,,UNKNOWN,0,-56,1536052680,24.0,15721.0,2556643133,1618079,24.0,133436,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,32,Mist-TAL-staging,0,315,,,0.009798999999999999,0.22348870199999998,0.22348870199999998,97.79201155,,87.51405389,437.57026940000003,437.57026940000003,442.35714029999997,5,-78.57680187,88.01281039,87.51405389,292,600.0,9799.0,2000127556,1507652,0,8,600.0,48474,34.523,14657,,1,90.0,90.0,,51.580023499999996,,35f2a6c8-edce-11e6-94a2-0242ac110003,637.9311741,515.9997096,90.0,0.2459777777777778
,5c-5b-35-0e-57-a8,00000000-0000-0000-1000-5c5b350e57a8,5c5b350e57a8,apfw-0.2.13527-braavos-f67e,8.57629108,0,21,-90,-58.0,32.0,0.08740778,0.000576124,0.018026823,0.007169327,0.06033581,0.001299697,5,,56,0.009045148000000001,234.11927290000003,0,0,UNKNOWN,UNKNOWN,219.875,2252,UNKNOWN,39.251999999999995,UNKNOWN,False,1536236112,0.002982355,Mac,18.2518444,AshutoshT-Macs,9801a7b6c591,0,172.29.9.26,False,49.55555556,WPA2-PSK/CCMP,1536236080,0.733597994,9801a7b6c591,Apple,e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,,1,,3,b425e4f2-ad72-11e6-8a23-0242ac110004,High Sierra,6,5574.0,0,576,20.0,2922.0,123.0,156.0,30177,ac,ac,,UNKNOWN,0,-58,1536236040,486.0,1214572.0,755917458,433411,486.0,46069,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,34,Mist-TAL-staging,1,4788,,,30.35267,0.551332998,0.551332998,234.11927290000003,,84.92844569,424.6422285,424.6422285,477.25464860000005,5,-68.44147392,210.70734559999997,84.92844569,282,450.0,30352670.0,626670106,461490,0,8,450.0,25792,43.302,2252,,1,90.0,90.0,,61.05247982,,35f2a6c8-edce-11e6-94a2-0242ac110003,637.9311741,515.9997096,90.0,0.43613333333333326
,5c-5b-35-0e-57-a8,00000000-0000-0000-1000-5c5b350e57a8,5c5b350e57a8,apfw-0.2.13527-braavos-f67e,8.68689318,0,11,-90,-53.0,37.0,0.17950763,0.001000709,0.00250226,0.12381062,0.04625813,0.005935912,5,,52,0.13074724,247.9789108,0,0,UNKNOWN,UNKNOWN,218.875,87,UNKNOWN,19.182000000000002,UNKNOWN,False,1535969833,0.000595545,Mac,16.4098474,AshutoshT-Macs,9801a7b6c591,0,172.29.9.26,False,17.66666667,WPA2-PSK/CCMP,1535969806,2.336982968,9801a7b6c591,Apple,e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,,1,,3,b425e4f2-ad72-11e6-8a23-0242ac110004,High Sierra,5,12.0,0,576,0.0,5.0,0.0,0.0,7,ac,ac,,UNKNOWN,0,-54,1535969700,24.0,896599.0,113339388,71206,600.0,6543,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,29,Mist-TAL-staging,0,10266,,,0.008008,0.5584431329999999,0.5584431329999999,247.9789108,,88.81080135,444.0540068,444.0540068,446.12212710000006,5,-79.84653028,223.18101969999998,88.81080135,284,540.0,22391174.0,125934041,79766,0,8,450.0,4520,32.143,147,,1,90.0,90.0,,57.48699073,,35f2a6c8-edce-11e6-94a2-0242ac110003,656.9593337,517.180187,90.0,0.21313333333333337
,5c-5b-35-0e-b2-2b,00000000-0000-0000-1000-5c5b350eb22b,5c5b350eb22b,apfw-0.5.16557-master-7a9c,1.385762273,0,11,-90,-51.0,34.0,0.7067658,0.005795931,0.0238222,0.10282594,0.50586647,0.23845525,5,,153,0.347077121,16.80462265,0,0,UNKNOWN clientmac,UNKNOWN clientname,125.0,1541,UNKNOWN device_type,3.260700000000001,UNKNOWN dt,False,1549050748,0.030516787000000004,iPad,5.864684,MistsIPadMini3,c0f2fb3da5fe,26,10.2.20.251,False,31.33333333,WPA2-PSK-FT/CCMP,1549050663,0.0,c0f2fb3da5fe,Apple,2e8b48e5-2b94-422f-84c3-1722bf9baad4,0,UNKNOWN mcs_type,Mini 3,2,2.0,3,9291176a-6e1e-11e5-9cdd-02e208b2d34f,12.1.1,22,0.0,0,0,0.0,0.0,0.0,0.0,0,n,n,,UNKNOWN resultdate,UNKNOWN roam_count,-56,UNKNOWN rt,24.0,24.0,32506972,3,204.0,8812,40.0,9291ba26-6e1e-11e5-9cdd-02e208b2d34f,34,Rivendell,0,UNKNOWN sum_txpkts,21.0,125.0,0.0,0.11091078,0.11091078,16.80462265,,47.98655345,239.93276719999997,239.93276719999997,254.5230938,5,-70.0,23.95001732,47.98655345,267,300.0,300.0,114060383,85252,0,8,2972.0,23799,0.45399999999999996,1541,,1,180.0,180.0,,10.53987125,,85c35eda-b25d-424e-8c5b-6e4f1771d905,328.703081,243.4932067,180.0,0.018115000000000006
,5c-5b-35-0e-57-a8,00000000-0000-0000-1000-5c5b350e57a8,5c5b350e57a8,apfw-0.2.13527-braavos-f67e,0.4213398,0,22,-90,-59.0,31.0,0.6599043000000001,0.0009417469999999999,0.11385091,0.07009918,0.46583897,0.009173498,5,,56,0.080214425,4.256657948,0,0,UNKNOWN,UNKNOWN,292.5,220,UNKNOWN,21.419,UNKNOWN,False,1536219106,0.001106419,,6.801914,android-af093f68a8890ec0,807abf420b93,0,172.29.9.49,False,25.66666667,WPA2-PSK/CCMP,1536219072,2.200812352,807abf420b93,HTC Corporation,e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,,1,,1,b425e4f2-ad72-11e6-8a23-0242ac110004,Marshmallow,57,3096.0,0,576,31.0,4349.0,136.0,95.0,25052,ac,ac,,UNKNOWN,0,-59,1536219060,135.0,1064469.0,38607105,54229,135.0,9309,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,26,Mist-TAL-staging,1,17357,,,25.295199,0.02708613,0.02708613,4.256657948,,31.430536199999995,157.152681,157.152681,159.5092761,5,-80.0,3.830992153,31.430536199999995,292,150.0,25295199.0,70197595,60390,0,8,150.0,4154,19.392,220,,1,90.0,90.0,,45.89372308,,35f2a6c8-edce-11e6-94a2-0242ac110003,642.8022907,591.5338898,90.0,0.2379888888888889
,5c-5b-35-0e-57-a8,00000000-0000-0000-1000-5c5b350e57a8,5c5b350e57a8,apfw-0.3.14845-cersei-76c1,7.919990876,0,10,-90,-54.0,36.0,0.27121887,0.002214816,0.039831612,0.12369411400000001,0.08462563,0.02085268,5,,36,0.14676161,24.95876122,0,0,UNKNOWN,UNKNOWN,209.75,10918,UNKNOWN,34.052,UNKNOWN,False,1537955902,0.005981347,,14.575622599999999,CPU-328,60672053de2c,0,172.29.9.18,False,6.333333333,WPA2-PSK/CCMP,1537955876,1.7499290980000002,60672053de2c,Intel Corporate,e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,,1,,3,b425e4f2-ad72-11e6-8a23-0242ac110004,Windows 7,8,5387.0,0,576,47.0,6764.0,250.0,165.0,38113,n,n,,UNKNOWN,UNKNOWN,-54,UNKNOWN,300.0,300.0,2914308916,15330,3000.0,1921,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,36,Mist-TAL-staging,1,UNKNOWN,,,38.535175,0.48490301700000005,0.48490301700000005,24.95876122,,39.87573396,199.3786698,199.3786698,211.1860136,5,-68.13242096,87.01138667,39.87573396,281,300.0,300.0,1970334202,1953419,0,15,3000.0,238697,43.68,10918,,1,90.0,90.0,,56.291000000000004,,35f2a6c8-edce-11e6-94a2-0242ac110003,704.749799,456.142447,90.0,0.37835555555555556
,5c-5b-35-0e-57-a8,00000000-0000-0000-1000-5c5b350e57a8,5c5b350e57a8,apfw-0.2.13527-braavos-f67e,2.2974784,0,18,-90,-59.0,31.0,0.5658944,0.0006658769999999999,0.15615974,0.028284128999999998,0.37978685,0.000997838,5,,56,0.029947843999999998,45.80887695,0,0,UNKNOWN,UNKNOWN,220.75,917,UNKNOWN,33.828,UNKNOWN,False,1536059415,0.000724585,iPhone,8.682112,Jagga-iphone,a0d7959854ef,0,172.29.9.53,False,2.333333333,WPA2-PSK-FT/CCMP,1536059384,0.692913386,a0d7959854ef,Apple,e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,7+,1,,2,b425e4f2-ad72-11e6-8a23-0242ac110004,11.2.1,9,8156.0,0,576,22.0,3833.0,7.0,166.0,37309,ac,ac,,UNKNOWN,0,-59,1536059340,400.0,1204120.0,72529814,55204,400.0,3676,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,30,Mist-TAL-staging,1,5842,,,37.526871,0.14769504,0.14769504,45.80887695,,62.03170661,310.1585331,310.1585331,344.24377189999996,5,-70.04109576,41.22798925,62.03170661,289,400.0,37526871.0,75068921,52259,8,8,400.0,2542,41.095,917,,1,90.0,90.0,,65.208,,35f2a6c8-edce-11e6-94a2-0242ac110003,820.4281478,517.0079675,90.0,0.3758666666666667
,5c-5b-35-0e-57-a8,00000000-0000-0000-1000-5c5b350e57a8,5c5b350e57a8,apfw-0.2.13527-braavos-f67e,6.85463436,0,17,-90,-51.0,39.0,0.25038326,0.00017674,0.08975668,0.047796022,0.105962105,0.0066917159999999995,5,,56,0.054664477999999996,60.02063898,0,0,UNKNOWN,UNKNOWN,316.875,1375,UNKNOWN,25.855999999999998,UNKNOWN,False,1536053507,0.005213784,OnePlus,14.9923348,OnePlus_3,c0eefbe33676,17,172.29.9.33,False,12.66666667,WPA2-PSK/CCMP,1536053463,2.6818181819999998,c0eefbe33676,OnePlus Tech (Shenzhen) Ltd,e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,3,1,,1,b425e4f2-ad72-11e6-8a23-0242ac110004,,20,0.0,0,0,0.0,0.0,0.0,0.0,0,ac,ac,,UNKNOWN,0,-51,1536053460,6.0,0.0,360218469,171368,6.0,29125,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,40,Mist-TAL-staging,0,11,,,0.0,0.44065506600000004,0.44065506600000004,60.02063898,,27.24155177,136.20775890000002,136.20775890000002,138.9186231,5,-73.58456942,54.01857508,27.24155177,285,180.0,0.0,305776179,217019,0,8,180.0,4632,33.729,1375,,1,90.0,90.0,,45.82178025,,35f2a6c8-edce-11e6-94a2-0242ac110003,766.4368315,417.731206,90.0,0.28728888888888887
,5c-5b-35-0e-07-44,00000000-0000-0000-1000-5c5b350e0744,5c5b350e0744,apfw-0.2.13527-braavos-f67e,8.26124404,0,5,-90,-58.0,32.0,0.26991114,0.000190393,0.03824839,0.10235989,0.12290275,0.006209725,5,,36,0.10876000699999999,208.9020476,0,0,UNKNOWN,UNKNOWN,353.875,5797,UNKNOWN,9.261000000000001,UNKNOWN,False,1536051990,0.000241205,Mac,14.601777199999999,jagdishm-mac,7831c1ced06c,0,172.29.101.131,False,9.777777777999999,WPA2-PSK/CCMP,1536051977,1.057560448,7831c1ced06c,Apple,e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,,1,,3,b425e4f2-ad72-11e6-8a23-0242ac110004,Sierra,5,587.0,0,576,12.0,586.0,7.0,17.0,691,ac,ac,,UNKNOWN,0,-58,1536051960,600.0,4778928.0,821485050,843833,600.0,6467,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,31,Mist-TAL-staging,1,13855,,,0.668716,0.531079974,0.531079974,208.9020476,,78.67065519,393.35327589999997,393.35327589999997,449.87781770000004,5,-67.70016609,188.0118428,78.67065519,287,540.0,668716.0,856461500,849822,0,8,540.0,21109,6.563,5797,,1,90.0,90.0,,41.0308064,,35f2a6c8-edce-11e6-94a2-0242ac110003,333.9113005,441.8871141,90.0,0.1029
,5c-5b-35-3e-26-93,00000000-0000-0000-1000-5c5b353e2693,5c5b353e2693,apfw-0.2.13527-braavos-f67e,10.64134736,0,3,-90,-64.0,26.0,0.11990376,4.88e-05,0.0,0.08148128,0.026797501,0.011576153,5,,48,0.093106257,167.6424709,0,0,UNKNOWN,UNKNOWN,284.875,197,UNKNOWN,17.505,UNKNOWN,False,1536142069,0.0018214939999999999,Samsung Galaxy,17.601924800000003,Galaxy-S6-new,ec9bf3f12001,0,172.29.3.63,False,13.44444444,WPA2-PSK-FT/CCMP,1536142021,0.0,ec9bf3f12001,SAMSUNG ELECTRO-MECHANICS(THAILAND),e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,S6,1,,2,b425e4f2-ad72-11e6-8a23-0242ac110004,Nougat,92,12.0,0,576,0.0,5.0,0.0,0.0,1,ac,ac,,UNKNOWN,0,-67,1536142020,400.0,4845.0,310547,1588,400.0,79,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,25,Mist-TAL-staging,1,116,,,0.0017920000000000002,0.684086616,0.684086616,167.6424709,,49.01205987,245.06029930000003,245.06029930000003,258.8488316,5,-78.38833523,150.8782238,49.01205987,293,270.0,1792.0,1115987,1092,0,8,270.0,286,34.669000000000004,197,,1,90.0,90.0,,48.56121878,,35f2a6c8-edce-11e6-94a2-0242ac110003,215.9743502,870.3135512,90.0,0.19449999999999998
,5c-5b-35-0e-57-a8,00000000-0000-0000-1000-5c5b350e57a8,5c5b350e57a8,apfw-0.2.13527-braavos-f67e,9.31472332,0,12,-90,-59.0,31.0,0.12466262,0.000845634,0.00540483,0.07060065,0.03646283,0.011348678999999999,5,,52,0.082794963,84.68286413,0,0,UNKNOWN,UNKNOWN,269.75,4371,UNKNOWN,30.513,UNKNOWN,False,1535973767,0.0076993669999999995,OnePlus,17.506747600000004,OnePlus_3,c0eefbe33676,16,172.29.9.33,False,19.77777778,WPA2-PSK/CCMP,1535973720,2.467741936,c0eefbe33676,OnePlus Tech (Shenzhen) Ltd,e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,3,1,,1,b425e4f2-ad72-11e6-8a23-0242ac110004,,50,0.0,0,0,0.0,0.0,0.0,0.0,0,ac,ac,,UNKNOWN,0,-59,1535973720,6.0,0.0,2263377387,1046522,6.0,251873,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,30,Mist-TAL-staging,0,31,,,0.0,0.598803642,0.598803642,84.68286413,,28.28401773,141.42008859999999,141.42008859999999,144.5837652,5,-80.0,76.21457772,28.28401773,294,200.0,0.0,1769048994,1151085,0,8,200.0,50197,42.388000000000005,4371,,1,90.0,90.0,,46.64491231,,35f2a6c8-edce-11e6-94a2-0242ac110003,788.4923605,364.6539511,90.0,0.33903333333333335
,5c-5b-35-0e-13-42,00000000-0000-0000-1000-5c5b350e1342,5c5b350e1342,apfw-0.2.13527-braavos-f67e,10.99231938,0,1,-90,-61.0,29.0,0.11483433,0.001210838,0.00028025,0.054652743,0.03212627,0.026564227000000003,5,,56,0.08242780799999999,202.7066142,0,0,UNKNOWN,UNKNOWN,245.0,9392,UNKNOWN,43.973,UNKNOWN,False,1536151196,0.000743252,iPhone,17.7033134,Jagga-iphone,a0d7959854ef,0,172.29.101.123,False,2.888888889,WPA2-PSK-FT/CCMP,1536151192,0.0,a0d7959854ef,Apple,e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,7+,1,,2,b425e4f2-ad72-11e6-8a23-0242ac110004,11.2.1,8,0.0,0,0,0.0,0.0,0.0,0.0,0,ac,ac,,UNKNOWN,0,-61,1536151080,24.0,51492374.0,5651779347,2879493,400.0,55376,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,31,Mist-TAL-staging,0,7,,,0.0,0.706649103,0.706649103,202.7066142,,57.37122238,286.8561119,286.8561119,293.2733046,5,-80.0,182.43595280000002,57.37122238,297,360.0,1189657.0,4273935224,3312873,0,8,300.0,88388,51.309,9452,,1,90.0,90.0,,56.4648049,,35f2a6c8-edce-11e6-94a2-0242ac110003,857.678779,873.1593663,90.0,0.48858888888888885
,5c-5b-35-0e-07-44,00000000-0000-0000-1000-5c5b350e0744,5c5b350e0744,apfw-0.2.13527-braavos-f67e,10.755970199999998,0,4,-90,-53.0,37.0,0.101716414,0.001078859,0.000116185,0.05866651,0.04185486,0.0,5,,40,0.059745369000000006,195.8371054,0,0,UNKNOWN,UNKNOWN,228.75,12141,UNKNOWN,9.484,UNKNOWN,False,1536242345,0.001310112,,17.96567172,CPU-328,60672053de2c,1,172.29.101.150,False,2.555555556,WPA2-PSK/CCMP,1536242291,0.0,60672053de2c,Intel Corporate,e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,,1,,3,b425e4f2-ad72-11e6-8a23-0242ac110004,Windows 7,6,0.0,0,0,0.0,0.0,0.0,0.0,0,n,n,,UNKNOWN,0,-55,1536242280,6.0,0.0,1748550401,1784299,6.0,553,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,36,Mist-TAL-staging,0,38,,,0.0,0.6914552270000001,0.6914552270000001,195.8371054,,56.64491282,283.2245641,283.2245641,292.6766939,5,-70.0,176.2533948,56.64491282,284,270.0,0.0,1652406427,1743232,0,8,270.0,8677,9.468,12141,,1,90.0,90.0,,58.68377705,,35f2a6c8-edce-11e6-94a2-0242ac110003,355.7042471,476.7790369,90.0,0.10537777777777778
,5c-5b-35-2e-1d-10,00000000-0000-0000-1000-5c5b352e1d10,5c5b352e1d10,apfw-0.5.16557-master-7a9c,9.694286441000001,0,16,-90,-57.0,33.0,0.1537965,0.0021218362,0.012024064,0.08646311599999999,0.05155486,0.0016326323,5,40.0,132,0.09021758449999999,23.5121555328,0,0,UNKNOWN clientmac,UNKNOWN clientname,27.5,9561,UNKNOWN device_type,138.24,UNKNOWN dt,False,1549050252,0.0015858376916199999,Mac,16.92407,SandeshD-mac,f0189834e9fb,0,10.2.11.35,False,25.7777777778,WPA2-PSK/CCMP,1549050196,0.7352941176469999,f0189834e9fb,Apple,2e8b48e5-2b94-422f-84c3-1722bf9baad4,0,UNKNOWN mcs_type,,19,19,3,9291176a-6e1e-11e5-9cdd-02e208b2d34f,High Sierra,14,42.0,0,576,0.0,18.0,7.0,0.0,13,ac,ac,,UNKNOWN resultdate,UNKNOWN roam_count,-57,UNKNOWN rt,600.0,600.0,2875261690,537,6000.0,115686,,9291ba26-6e1e-11e5-9cdd-02e208b2d34f,33,Rivendell,1,UNKNOWN sum_txpkts,21.0,125.0,0.014372,0.53658315,0.53658315,23.5121555328,UNKNOWN tput_d_heuristic,91.81033166879999,459.05165834400003,459.05165834400003,493.147067595,5,-70.0,221.687446362,91.81033166879999,257,540.0,540.0,19292045598,7210805,0,8,5400.0,1536309,9.646,9561,,1,180.0,180.0,UNKNOWN wirelink_dl_measure,42.519544515599996,UNKNOWN wirelink_up_measure,85c35eda-b25d-424e-8c5b-6e4f1771d905,946.749558345,1121.24688378,180.0,0.768
,5c-5b-35-0e-b2-2b,00000000-0000-0000-1000-5c5b350eb22b,5c5b350eb22b,apfw-0.5.16557-master-7a9c,1.385762273,0,10,-90,-61.0,34.0,0.7067658,0.0057959305,0.0238222,0.10282594,0.50586647,0.33845525,5,40.0,153,0.4470771205,16.8046226501,0,0,UNKNOWN clientmac,UNKNOWN clientname,125.0,1541,UNKNOWN device_type,3.260700000000001,UNKNOWN dt,False,1549050748,0.0305167868761,iPad,5.864684,MistsIPadMini3,c0f2fb3da5fe,26,10.2.20.251,False,31.3333333333,WPA2-PSK-FT/CCMP,1549050663,0.0,c0f2fb3da5fe,Apple,2e8b48e5-2b94-422f-84c3-1722bf9baad4,0,UNKNOWN mcs_type,Mini 3,2,2.0,3,9291176a-6e1e-11e5-9cdd-02e208b2d34f,12.1.1,22,0.0,0,0,0.0,0.0,0.0,0.0,0,n,n,,UNKNOWN resultdate,UNKNOWN roam_count,-56,UNKNOWN rt,24.0,24.0,32506972,3,259.0,8812,,9291ba26-6e1e-11e5-9cdd-02e208b2d34f,34,Rivendell,0,UNKNOWN sum_txpkts,21.0,125.0,0.0,0.11091078,0.11091078,16.8046226501,UNKNOWN tput_d_heuristic,47.9865534453,239.93276722599998,239.93276722599998,254.523093827,5,-70.0,23.9500173246,47.9865534453,267,300.0,300.0,114060383,85252,0,8,2985.0,23799,0.45399999999999996,1541,,1,180.0,180.0,UNKNOWN wirelink_dl_measure,10.5398712488,UNKNOWN wirelink_up_measure,85c35eda-b25d-424e-8c5b-6e4f1771d905,328.70308103900004,243.49320669099998,180.0,0.018115000000000006
,5c-5b-35-0e-57-a8,00000000-0000-0000-1000-5c5b350e0744,5c5b350e0744,apfw-0.2.13527-braavos-f67e,1.02780916,0,20,-90,-57.0,33.0,0.63658506,0.00043453199999999995,0.39140955,0.008826364,0.23443815,0.001476431,5,,56,0.010737327,25.98998141,0,0,UNKNOWN,UNKNOWN,298.75,348,UNKNOWN,33.311,UNKNOWN,False,1536238750,8.740000000000001e-05,Mac,7.2682988,AshutoshT-Macs,9801a7b6c591,883,172.29.101.130,False,10.0,WPA2-PSK/CCMP,1536238747,0.0,9801a7b6c591,Apple,e34a0dc6-edcd-11e6-abf5-0242ac110003,0,UNKNOWN,,3,,3,b425e4f2-ad72-11e6-8a23-0242ac110004,High Sierra,88,144.0,0,576,10.0,86.0,5.0,0.0,79,ac,ac,,UNKNOWN,0,-55,1536238680,600.0,0.0,3249608,3022,24.0,30,40.0,c4a51a2c-ad73-11e6-b0cc-0242ac110004,37,Mist-TAL-staging,1,114958,,,0.083991,0.066073446,0.066073446,25.98998141,,78.66997405,393.3498703,393.3498703,397.3037585,5,-80.0,23.39098327,78.66997405,297,600.0,0.0,803185,2745,0,8,6.5,3642,47.324,910,,1,90.0,90.0,,44.93360335,,35f2a6c8-edce-11e6-94a2-0242ac110003,421.7727237,533.204938,90.0,0.37012222222222224
