,link,poe_status,poe_power,rx_packets,tx_packets,rx_fcserrors,time
0,False,False,0.0,0,0,0,2019-12-08T00:00
1,False,False,0.0,0,0,0,2019-12-08T00:00
2,False,False,0.0,0,0,0,2019-12-08T00:00
3,False,False,0.0,0,0,0,2019-12-08T00:00
4,False,False,0.0,0,0,0,2019-12-08T00:00
5,False,False,0.0,0,0,0,2019-12-08T00:00
6,False,False,0.0,0,0,0,2019-12-08T00:01
7,False,False,0.0,0,0,0,2019-12-08T00:01
8,False,False,0.0,0,0,0,2019-12-08T00:01
9,False,False,0.0,0,0,0,2019-12-08T00:02
10,False,False,0.0,0,0,0,2019-12-08T00:02
11,False,False,0.0,0,0,0,2019-12-08T00:02
12,False,False,0.0,0,0,0,2019-12-08T00:03
13,False,False,0.0,0,0,0,2019-12-08T00:03
14,False,False,0.0,0,0,0,2019-12-08T00:04
15,False,False,0.0,0,0,0,2019-12-08T00:04
16,False,False,0.0,0,0,0,2019-12-08T00:04
17,False,False,0.0,0,0,0,2019-12-08T00:04
18,False,False,0.0,0,0,0,2019-12-08T00:05
19,False,False,0.0,0,0,0,2019-12-08T00:05
20,False,False,0.0,0,0,0,2019-12-08T00:06
21,False,False,0.0,0,0,0,2019-12-08T00:06
22,False,False,0.0,0,0,0,2019-12-08T00:06
23,False,False,0.0,0,0,0,2019-12-08T00:06
24,False,False,0.0,0,0,0,2019-12-08T00:06
25,False,False,0.0,0,0,0,2019-12-08T00:06
26,False,False,0.0,0,0,0,2019-12-08T00:06
27,False,False,0.0,0,0,0,2019-12-08T00:06
28,False,False,0.0,0,0,0,2019-12-08T00:06
29,False,False,0.0,0,0,0,2019-12-08T00:07
30,True,False,0.0,0,41,0,2019-12-08T00:07
31,True,False,0.0,0,41,0,2019-12-08T00:07
32,False,False,0.0,0,0,0,2019-12-08T00:08
33,False,False,0.0,0,0,0,2019-12-08T00:08
34,False,False,0.0,0,0,0,2019-12-08T00:08
35,False,False,0.0,0,0,0,2019-12-08T00:08
36,False,False,0.0,0,0,0,2019-12-08T00:08
37,False,False,0.0,0,0,0,2019-12-08T00:08
38,False,False,0.0,0,0,0,2019-12-08T00:09
39,False,False,0.0,0,0,0,2019-12-08T00:09
40,False,False,0.0,0,0,0,2019-12-08T00:09
41,False,False,0.0,0,0,0,2019-12-08T00:11
42,False,False,0.0,0,0,0,2019-12-08T00:11
43,False,False,0.0,0,0,0,2019-12-08T00:11
44,False,False,0.0,0,0,0,2019-12-08T00:11
45,False,False,0.0,0,0,0,2019-12-08T00:12
46,False,False,0.0,0,0,0,2019-12-08T00:12
47,False,False,0.0,0,0,0,2019-12-08T00:12
48,False,False,0.0,0,0,0,2019-12-08T00:12
49,False,False,0.0,0,0,0,2019-12-08T00:12
50,False,False,0.0,0,0,0,2019-12-08T00:12
51,False,False,0.0,0,0,0,2019-12-08T00:13
52,False,False,0.0,0,0,0,2019-12-08T00:13
53,False,False,0.0,0,0,0,2019-12-08T00:13
54,False,False,0.0,0,0,0,2019-12-08T00:13
55,False,False,0.0,0,0,0,2019-12-08T00:13
56,False,False,0.0,0,0,0,2019-12-08T00:13
57,False,False,0.0,0,0,0,2019-12-08T00:13
58,True,False,0.0,391,571,0,2019-12-08T00:13
59,True,False,0.0,66,126,0,2019-12-08T00:14
60,False,False,0.0,0,0,0,2019-12-08T00:14
61,False,False,0.0,0,0,0,2019-12-08T00:14
62,False,False,0.0,0,0,0,2019-12-08T00:14
63,True,True,11.6,40,982,0,2019-12-08T00:14
64,True,False,0.0,132,73,0,2019-12-08T00:15
65,True,True,9.0,16,1011,0,2019-12-08T00:15
66,False,False,0.0,0,0,0,2019-12-08T00:15
67,False,False,0.0,0,0,0,2019-12-08T00:16
68,False,False,0.0,0,0,0,2019-12-08T00:16
69,False,False,0.0,0,0,0,2019-12-08T00:16
70,True,False,0.0,315,107,0,2019-12-08T00:16
71,False,False,0.0,0,0,0,2019-12-08T00:16
72,False,False,0.0,0,0,0,2019-12-08T00:17
73,False,False,0.0,0,0,0,2019-12-08T00:17
74,False,False,0.0,0,0,0,2019-12-08T00:17
75,False,False,0.0,0,0,0,2019-12-08T00:18
76,False,False,0.0,0,0,0,2019-12-08T00:18
77,False,False,0.0,0,0,0,2019-12-08T00:18
78,False,False,0.0,0,0,0,2019-12-08T00:18
79,False,False,0.0,0,0,0,2019-12-08T00:18
80,False,False,0.0,0,0,0,2019-12-08T00:18
81,False,False,0.0,0,0,0,2019-12-08T00:20
82,False,False,0.0,0,0,0,2019-12-08T00:20
83,False,False,0.0,0,0,0,2019-12-08T00:20
84,False,False,0.0,0,0,0,2019-12-08T00:21
85,False,False,0.0,0,0,0,2019-12-08T00:21
86,False,False,0.0,0,0,0,2019-12-08T00:21
87,False,False,0.0,0,0,0,2019-12-08T00:22
88,False,False,0.0,0,0,0,2019-12-08T00:22
89,False,False,0.0,0,0,0,2019-12-08T00:22
90,False,False,0.0,0,0,0,2019-12-08T00:22
91,False,False,0.0,0,0,0,2019-12-08T00:22
92,False,False,0.0,0,0,0,2019-12-08T00:22
93,False,False,0.0,0,0,0,2019-12-08T00:23
94,False,False,0.0,0,0,0,2019-12-08T00:24
95,False,False,0.0,0,0,0,2019-12-08T00:24
96,False,False,0.0,0,0,0,2019-12-08T00:25
97,False,False,0.0,0,0,0,2019-12-08T00:25
98,False,False,0.0,0,0,0,2019-12-08T00:25
99,False,False,0.0,0,0,0,2019-12-08T00:25
100,False,False,0.0,0,0,0,2019-12-08T00:25
101,True,False,0.0,403,580,0,2019-12-08T00:25
