Column1,link,rx_fcserrors,admin_status,rx_packets,tx_packets,poe_status,poe_power,auto_negotiation_status,time
329,FALSE,0,TRUE,0,0,TRUE,10,incomplete,2019-12-05T06:24
330,FALSE,0,TRUE,0,0,TRUE,11,incomplete,2019-12-05T06:25
331,FALSE,0,TRUE,0,0,TRUE,9.8,incomplete,2019-12-05T06:26
332,FALSE,0,TRUE,0,0,TRUE,10.6,incomplete,2019-12-05T06:27
333,FALSE,0,TRUE,0,0,TRUE,9.6,incomplete,2019-12-05T06:28
334,FALSE,0,TRUE,0,0,TRUE,10.4,incomplete,2019-12-05T06:29
335,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T06:30
336,FALSE,0,TRUE,0,0,TRUE,10.2,incomplete,2019-12-05T06:31
337,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T06:32
338,FALSE,0,TRUE,0,0,TRUE,9.6,incomplete,2019-12-05T06:33
339,FALSE,0,TRUE,0,0,TRUE,10,incomplete,2019-12-05T06:34
340,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T06:35
341,FALSE,0,TRUE,0,0,TRUE,10.4,incomplete,2019-12-05T06:36
342,FALSE,0,TRUE,0,0,TRUE,9.6,incomplete,2019-12-05T06:37
343,FALSE,0,TRUE,0,0,TRUE,9.8,incomplete,2019-12-05T06:38
344,FALSE,0,TRUE,0,0,TRUE,9.6,incomplete,2019-12-05T06:39
345,FALSE,0,TRUE,0,0,TRUE,10,incomplete,2019-12-05T06:40
346,FALSE,0,TRUE,0,0,TRUE,10.6,incomplete,2019-12-05T06:41
347,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T06:42
348,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T06:43
349,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T06:44
350,FALSE,0,TRUE,0,0,TRUE,10,incomplete,2019-12-05T06:45
351,FALSE,0,TRUE,0,0,TRUE,10.4,incomplete,2019-12-05T06:46
352,FALSE,0,TRUE,0,0,TRUE,9.2,incomplete,2019-12-05T06:47
353,FALSE,0,TRUE,0,0,TRUE,10.6,incomplete,2019-12-05T06:48
354,FALSE,0,TRUE,0,0,TRUE,9.2,incomplete,2019-12-05T06:49
355,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T06:50
356,FALSE,0,TRUE,0,0,TRUE,10.6,incomplete,2019-12-05T06:51
357,FALSE,0,TRUE,0,0,TRUE,9.8,incomplete,2019-12-05T06:52
358,FALSE,0,TRUE,0,0,TRUE,10.4,incomplete,2019-12-05T06:53
359,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T06:54
360,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T06:55
361,FALSE,0,TRUE,0,0,TRUE,9.6,incomplete,2019-12-05T06:56
362,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T06:57
363,FALSE,0,TRUE,0,0,TRUE,10.6,incomplete,2019-12-05T06:58
364,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T06:59
365,FALSE,0,TRUE,0,0,TRUE,10.4,incomplete,2019-12-05T07:00
366,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T07:01
367,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T07:02
368,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T07:03
369,FALSE,0,TRUE,0,0,TRUE,10.6,incomplete,2019-12-05T07:07
370,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T07:08
371,FALSE,0,TRUE,0,0,TRUE,9.6,incomplete,2019-12-05T07:09
372,FALSE,0,TRUE,0,0,TRUE,9.8,incomplete,2019-12-05T07:10
373,FALSE,0,TRUE,0,0,TRUE,9.8,incomplete,2019-12-05T07:11
374,FALSE,0,TRUE,0,0,TRUE,10.2,incomplete,2019-12-05T07:12
375,FALSE,0,TRUE,0,0,TRUE,10,incomplete,2019-12-05T07:13
376,FALSE,0,TRUE,0,0,TRUE,10.4,incomplete,2019-12-05T07:14
377,FALSE,0,TRUE,0,0,TRUE,10.2,incomplete,2019-12-05T07:15
378,FALSE,0,TRUE,0,0,TRUE,11,incomplete,2019-12-05T07:16
379,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T07:17
380,FALSE,0,TRUE,0,2,TRUE,9.4,incomplete,2019-12-05T07:18
381,TRUE,2268,TRUE,0,24,TRUE,9.4,complete,2019-12-05T07:19
382,TRUE,4057,TRUE,0,197,TRUE,9.4,complete,2019-12-05T07:20
383,FALSE,2373,TRUE,0,458,TRUE,9.2,incomplete,2019-12-05T07:21
384,FALSE,0,TRUE,0,6,TRUE,9.4,incomplete,2019-12-05T07:22
385,FALSE,4200,TRUE,0,598,TRUE,10,complete,2019-12-05T07:23
386,TRUE,4436,TRUE,0,529,TRUE,10.6,complete,2019-12-05T07:24
387,TRUE,4528,TRUE,0,377,TRUE,9.2,complete,2019-12-05T07:25
388,TRUE,5393,TRUE,0,1114,TRUE,9.6,complete,2019-12-05T07:26
389,FALSE,1515,TRUE,0,308,TRUE,10.6,incomplete,2019-12-05T07:27
390,TRUE,2977,TRUE,0,236,TRUE,10,complete,2019-12-05T07:28
391,FALSE,2481,TRUE,0,27,TRUE,10.2,complete,2019-12-05T07:29
392,FALSE,0,TRUE,0,28,TRUE,9.4,complete,2019-12-05T07:30
393,FALSE,0,TRUE,0,8,TRUE,9.6,incomplete,2019-12-05T07:31
394,FALSE,32,TRUE,0,20,TRUE,9.4,incomplete,2019-12-05T07:32
395,TRUE,3964,TRUE,0,145,TRUE,9.4,complete,2019-12-05T07:33
396,TRUE,5599,TRUE,0,984,TRUE,9.4,complete,2019-12-05T07:34
397,TRUE,5619,TRUE,0,1195,TRUE,9.8,complete,2019-12-05T07:35
398,TRUE,5213,TRUE,0,952,TRUE,10.6,complete,2019-12-05T07:36
399,TRUE,3565,TRUE,0,310,TRUE,11.4,complete,2019-12-05T07:37
400,TRUE,1655,TRUE,0,453,TRUE,9.6,complete,2019-12-05T07:38
401,TRUE,1524,TRUE,0,21,TRUE,9.8,complete,2019-12-05T07:39
402,TRUE,4168,TRUE,0,123,TRUE,9.4,complete,2019-12-05T07:40
403,TRUE,4476,TRUE,0,393,TRUE,9.4,complete,2019-12-05T07:41
404,TRUE,4071,TRUE,0,300,TRUE,9.4,complete,2019-12-05T07:42
405,TRUE,4627,TRUE,0,153,TRUE,10.4,complete,2019-12-05T07:43
406,FALSE,4126,TRUE,0,497,TRUE,11.2,complete,2019-12-05T07:44
407,TRUE,5578,TRUE,0,408,TRUE,10.4,complete,2019-12-05T07:45
408,TRUE,3818,TRUE,0,650,TRUE,9.4,complete,2019-12-05T07:46
409,TRUE,3842,TRUE,0,37,TRUE,10.8,complete,2019-12-05T07:47
410,TRUE,4549,TRUE,0,360,TRUE,9.6,complete,2019-12-05T07:48
411,TRUE,5010,TRUE,0,376,TRUE,10,complete,2019-12-05T07:49
412,TRUE,5032,TRUE,0,312,TRUE,9.4,complete,2019-12-05T07:50
413,FALSE,4320,TRUE,0,583,TRUE,10.2,incomplete,2019-12-05T07:51
414,FALSE,4329,TRUE,0,83,TRUE,9.6,complete,2019-12-05T07:52
415,FALSE,3525,TRUE,0,30,TRUE,9.4,complete,2019-12-05T07:53
416,FALSE,4690,TRUE,0,121,TRUE,10,complete,2019-12-05T07:54
417,TRUE,3779,TRUE,0,265,TRUE,9.4,complete,2019-12-05T07:55
418,TRUE,4737,TRUE,0,101,TRUE,10.6,complete,2019-12-05T07:56
419,TRUE,4029,TRUE,0,755,TRUE,9.6,complete,2019-12-05T07:57
420,TRUE,4353,TRUE,0,296,TRUE,10.2,complete,2019-12-05T07:58
421,TRUE,4135,TRUE,0,99,TRUE,10.8,complete,2019-12-05T07:59
422,TRUE,4301,TRUE,0,483,TRUE,10.6,complete,2019-12-05T08:00
423,TRUE,4264,TRUE,0,246,TRUE,10.6,complete,2019-12-05T08:01
424,TRUE,4377,TRUE,0,322,TRUE,10.6,complete,2019-12-05T08:02
425,TRUE,4255,TRUE,0,72,TRUE,9.6,complete,2019-12-05T08:03
426,FALSE,14191,TRUE,0,922,TRUE,9.4,complete,2019-12-05T08:07
427,FALSE,3732,TRUE,0,30,TRUE,9.6,incomplete,2019-12-05T08:08
428,TRUE,3193,TRUE,0,28,TRUE,10.4,complete,2019-12-05T08:09
429,FALSE,3259,TRUE,0,30,TRUE,10,complete,2019-12-05T08:10
430,FALSE,1767,TRUE,0,26,TRUE,10.6,complete,2019-12-05T08:11
431,TRUE,2676,TRUE,0,29,TRUE,9.6,complete,2019-12-05T08:12
432,FALSE,1483,TRUE,0,13,TRUE,10.6,incomplete,2019-12-05T08:13
433,FALSE,1038,TRUE,0,15,TRUE,9.6,incomplete,2019-12-05T08:14
434,FALSE,363,TRUE,0,26,TRUE,10.8,incomplete,2019-12-05T08:15
435,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T08:16
436,FALSE,0,TRUE,0,0,TRUE,9.8,incomplete,2019-12-05T08:17
437,FALSE,0,TRUE,0,0,TRUE,9.6,incomplete,2019-12-05T08:18
438,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T08:19
439,FALSE,0,TRUE,0,0,TRUE,10.8,incomplete,2019-12-05T08:20
440,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T08:21
441,FALSE,0,TRUE,0,0,TRUE,9.4,incomplete,2019-12-05T08:22
442,FALSE,0,TRUE,0,6,TRUE,9.4,incomplete,2019-12-05T08:23
443,FALSE,0,TRUE,0,13,TRUE,9.6,complete,2019-12-05T08:24
444,TRUE,0,TRUE,0,20,TRUE,9.4,complete,2019-12-05T08:25
445,FALSE,0,TRUE,0,22,TRUE,9.4,complete,2019-12-05T08:26
446,FALSE,0,TRUE,0,13,TRUE,9.4,incomplete,2019-12-05T08:27
447,FALSE,0,TRUE,0,22,TRUE,9.4,complete,2019-12-05T08:28
448,FALSE,0,TRUE,0,20,TRUE,10.6,complete,2019-12-05T08:29
449,FALSE,0,TRUE,0,22,TRUE,9.8,incomplete,2019-12-05T08:30
450,TRUE,0,TRUE,0,11,TRUE,11.2,incomplete,2019-12-05T08:31
451,TRUE,0,TRUE,0,15,TRUE,10.2,incomplete,2019-12-05T08:32
452,TRUE,0,TRUE,0,12,TRUE,10.2,complete,2019-12-05T08:33
453,TRUE,0,TRUE,0,22,TRUE,9.8,complete,2019-12-05T08:34
454,TRUE,0,TRUE,0,24,TRUE,9.4,complete,2019-12-05T08:35
455,FALSE,3,TRUE,0,18,TRUE,9.4,complete,2019-12-05T08:36
456,FALSE,0,TRUE,0,10,TRUE,10.6,incomplete,2019-12-05T08:37
457,FALSE,0,TRUE,0,19,TRUE,9.4,incomplete,2019-12-05T08:38
458,TRUE,0,TRUE,0,14,TRUE,9.6,complete,2019-12-05T08:39
459,FALSE,0,TRUE,0,16,TRUE,9.6,complete,2019-12-05T08:40
460,FALSE,0,TRUE,0,11,TRUE,9.6,complete,2019-12-05T08:41
461,TRUE,250,TRUE,0,24,TRUE,9.6,complete,2019-12-05T08:42
462,FALSE,0,TRUE,0,11,TRUE,10.6,incomplete,2019-12-05T08:43
463,TRUE,0,TRUE,0,14,TRUE,10.6,complete,2019-12-05T08:44
464,FALSE,0,TRUE,0,12,TRUE,9.4,complete,2019-12-05T08:45
465,FALSE,0,TRUE,0,7,TRUE,9.6,incomplete,2019-12-05T08:46
466,TRUE,105,TRUE,0,20,TRUE,9.6,incomplete,2019-12-05T08:47
467,FALSE,0,TRUE,0,12,TRUE,9.6,complete,2019-12-05T08:48
468,FALSE,0,TRUE,0,14,TRUE,9.4,incomplete,2019-12-05T08:49
469,FALSE,0,TRUE,0,16,TRUE,9.6,incomplete,2019-12-05T08:50
470,FALSE,0,TRUE,0,14,TRUE,10,incomplete,2019-12-05T08:51
471,FALSE,0,TRUE,0,13,TRUE,9.4,incomplete,2019-12-05T08:52
472,FALSE,0,TRUE,0,24,TRUE,10.6,incomplete,2019-12-05T08:53
473,FALSE,0,TRUE,0,6,TRUE,9.4,incomplete,2019-12-05T08:54
474,FALSE,0,TRUE,0,7,TRUE,9.4,complete,2019-12-05T08:55
475,FALSE,0,TRUE,0,16,TRUE,10.2,complete,2019-12-05T08:56
476,FALSE,287,TRUE,0,21,TRUE,9.6,complete,2019-12-05T08:57
477,FALSE,246,TRUE,0,18,TRUE,10.4,incomplete,2019-12-05T08:58
478,FALSE,63,TRUE,0,13,TRUE,9.6,complete,2019-12-05T08:59
479,FALSE,0,TRUE,0,16,TRUE,9.4,complete,2019-12-05T09:00
480,TRUE,0,TRUE,0,14,TRUE,10.8,complete,2019-12-05T09:01
481,FALSE,221,TRUE,0,16,TRUE,10.4,complete,2019-12-05T09:02
482,FALSE,0,TRUE,0,8,TRUE,9.2,incomplete,2019-12-05T09:03
483,FALSE,0,TRUE,0,27,TRUE,10,complete,2019-12-05T09:04
484,FALSE,252,TRUE,0,47,TRUE,10,incomplete,2019-12-05T09:07
485,FALSE,0,TRUE,0,10,TRUE,9.6,incomplete,2019-12-05T09:07
486,FALSE,0,TRUE,0,14,TRUE,9.4,complete,2019-12-05T09:08
487,FALSE,0,TRUE,0,19,TRUE,9.4,incomplete,2019-12-05T09:09
488,FALSE,0,TRUE,0,9,TRUE,9.6,incomplete,2019-12-05T09:10
489,FALSE,225,TRUE,0,9,TRUE,9.4,complete,2019-12-05T09:11
490,FALSE,0,TRUE,0,12,TRUE,10,complete,2019-12-05T09:12
491,FALSE,0,TRUE,0,8,TRUE,9.6,incomplete,2019-12-05T09:13
492,FALSE,0,TRUE,0,9,TRUE,9.4,incomplete,2019-12-05T09:14
493,FALSE,0,TRUE,0,10,TRUE,9.6,complete,2019-12-05T09:15
494,TRUE,271,TRUE,0,12,TRUE,10,complete,2019-12-05T09:16
495,FALSE,508,TRUE,0,12,TRUE,9.6,complete,2019-12-05T09:17
496,FALSE,0,TRUE,0,15,TRUE,9.4,complete,2019-12-05T09:18
497,FALSE,0,TRUE,0,23,TRUE,11,incomplete,2019-12-05T09:19
498,TRUE,0,TRUE,0,8,TRUE,9.2,complete,2019-12-05T09:20
499,FALSE,503,TRUE,0,10,TRUE,10,incomplete,2019-12-05T09:21
500,FALSE,0,TRUE,0,9,TRUE,9.8,incomplete,2019-12-05T09:22
501,FALSE,0,TRUE,0,17,TRUE,9.4,complete,2019-12-05T09:23
502,TRUE,475,TRUE,0,28,TRUE,10.4,incomplete,2019-12-05T09:24
503,FALSE,0,TRUE,0,12,TRUE,11,incomplete,2019-12-05T09:25
504,FALSE,0,TRUE,0,16,TRUE,10.6,incomplete,2019-12-05T09:26
505,FALSE,0,TRUE,0,19,TRUE,10.6,complete,2019-12-05T09:27
506,TRUE,1834,TRUE,0,26,TRUE,9.6,complete,2019-12-05T09:28
507,FALSE,3068,TRUE,0,650,TRUE,10.8,incomplete,2019-12-05T09:29
508,FALSE,0,TRUE,0,2,TRUE,10,incomplete,2019-12-05T09:30
509,TRUE,0,TRUE,0,12,TRUE,10,complete,2019-12-05T09:31
510,FALSE,0,TRUE,0,9,TRUE,9.4,incomplete,2019-12-05T09:32
511,FALSE,0,TRUE,0,6,TRUE,9.6,incomplete,2019-12-05T09:33
512,FALSE,0,TRUE,0,8,TRUE,9.6,incomplete,2019-12-05T09:34
513,TRUE,0,TRUE,0,16,TRUE,10.6,incomplete,2019-12-05T09:35
514,TRUE,2861,TRUE,0,67,TRUE,9.4,complete,2019-12-05T09:36
515,TRUE,1585,TRUE,0,90,TRUE,9.2,complete,2019-12-05T09:37
516,TRUE,3873,TRUE,0,232,TRUE,9.4,complete,2019-12-05T09:38
517,FALSE,1092,TRUE,0,97,TRUE,9.4,complete,2019-12-05T09:39
518,TRUE,2270,TRUE,0,29,TRUE,10,complete,2019-12-05T09:40
519,FALSE,1031,TRUE,0,11,TRUE,10.6,incomplete,2019-12-05T09:41
520,TRUE,1142,TRUE,0,20,TRUE,10.6,complete,2019-12-05T09:42
521,TRUE,1137,TRUE,0,24,TRUE,9.4,complete,2019-12-05T09:43
522,TRUE,2916,TRUE,0,173,TRUE,10,complete,2019-12-05T09:44
523,FALSE,3209,TRUE,0,226,TRUE,10.2,complete,2019-12-05T09:45
524,TRUE,3110,TRUE,0,47,TRUE,11.2,complete,2019-12-05T09:46
525,FALSE,685,TRUE,0,182,TRUE,9.6,incomplete,2019-12-05T09:47
526,FALSE,0,TRUE,0,17,TRUE,9.4,complete,2019-12-05T09:48
527,FALSE,0,TRUE,0,14,TRUE,9.4,incomplete,2019-12-05T09:49
528,TRUE,0,TRUE,0,21,TRUE,9.2,incomplete,2019-12-05T09:50
529,TRUE,2465,TRUE,0,108,TRUE,9.4,complete,2019-12-05T09:51
530,FALSE,3066,TRUE,0,306,TRUE,10.4,incomplete,2019-12-05T09:52
531,TRUE,4481,TRUE,0,46,TRUE,11,complete,2019-12-05T09:53
532,TRUE,1515,TRUE,0,189,TRUE,9.8,incomplete,2019-12-05T09:54
533,FALSE,2204,TRUE,0,115,TRUE,9.4,complete,2019-12-05T09:55
534,TRUE,379,TRUE,0,33,TRUE,9.6,complete,2019-12-05T09:56
535,TRUE,4739,TRUE,0,275,TRUE,10.8,complete,2019-12-05T09:57
536,TRUE,3125,TRUE,0,634,TRUE,10.4,complete,2019-12-05T09:58
537,TRUE,2836,TRUE,0,34,TRUE,9.6,complete,2019-12-05T09:59
538,TRUE,5215,TRUE,0,141,TRUE,11,complete,2019-12-05T10:00
539,FALSE,2684,TRUE,0,28,TRUE,10.8,complete,2019-12-05T10:01
540,TRUE,1318,TRUE,0,27,TRUE,10,complete,2019-12-05T10:02
541,TRUE,2368,TRUE,0,18,TRUE,9.4,complete,2019-12-05T10:03
542,FALSE,6195,TRUE,0,89,TRUE,9.6,complete,2019-12-05T10:07
543,FALSE,2213,TRUE,0,120,TRUE,10.6,complete,2019-12-05T10:07
544,TRUE,0,TRUE,0,20,TRUE,9.4,complete,2019-12-05T10:08
545,FALSE,382,TRUE,0,15,TRUE,11,complete,2019-12-05T10:09
546,TRUE,3214,TRUE,0,34,TRUE,11.4,complete,2019-12-05T10:10
547,TRUE,5370,TRUE,0,306,TRUE,9.8,complete,2019-12-05T10:11
548,TRUE,3730,TRUE,0,85,TRUE,9.4,complete,2019-12-05T10:12
549,FALSE,5406,TRUE,0,93,TRUE,10.8,incomplete,2019-12-05T10:13
550,TRUE,5200,TRUE,0,574,TRUE,9.8,complete,2019-12-05T10:14
551,TRUE,4813,TRUE,0,628,TRUE,9.6,complete,2019-12-05T10:15
552,TRUE,4903,TRUE,0,264,TRUE,9.2,complete,2019-12-05T10:16
553,TRUE,4209,TRUE,0,251,TRUE,10,complete,2019-12-05T10:17
554,TRUE,4746,TRUE,0,67,TRUE,10,complete,2019-12-05T10:18
555,TRUE,4429,TRUE,0,259,TRUE,10.2,complete,2019-12-05T10:19
556,TRUE,5028,TRUE,0,154,TRUE,9.4,complete,2019-12-05T10:20
557,FALSE,4052,TRUE,0,181,TRUE,10.2,incomplete,2019-12-05T10:21
558,TRUE,3582,TRUE,0,31,TRUE,9.6,complete,2019-12-05T10:22
559,FALSE,4448,TRUE,0,32,TRUE,9.8,complete,2019-12-05T10:23
560,TRUE,4969,TRUE,0,162,TRUE,9.4,complete,2019-12-05T10:24
561,TRUE,4916,TRUE,0,325,TRUE,9.4,complete,2019-12-05T10:25
562,TRUE,3381,TRUE,0,27,TRUE,9.4,complete,2019-12-05T10:26
563,TRUE,4392,TRUE,0,67,TRUE,9.4,complete,2019-12-05T10:27
564,TRUE,4012,TRUE,0,125,TRUE,9.4,complete,2019-12-05T10:28
565,FALSE,4409,TRUE,0,266,TRUE,9.2,complete,2019-12-05T10:29
566,TRUE,4824,TRUE,0,379,TRUE,10.2,complete,2019-12-05T10:30
567,FALSE,3366,TRUE,0,370,TRUE,9.4,complete,2019-12-05T10:31
568,FALSE,3255,TRUE,0,35,TRUE,10,complete,2019-12-05T10:32
569,TRUE,3366,TRUE,0,26,TRUE,11,complete,2019-12-05T10:33
570,TRUE,4384,TRUE,0,41,TRUE,9.4,complete,2019-12-05T10:34
571,TRUE,4178,TRUE,0,175,TRUE,10,complete,2019-12-05T10:35
572,TRUE,3636,TRUE,0,42,TRUE,9.8,complete,2019-12-05T10:36
573,TRUE,3846,TRUE,0,35,TRUE,9.4,complete,2019-12-05T10:37
574,TRUE,4296,TRUE,0,166,TRUE,9.6,complete,2019-12-05T10:38
575,FALSE,3101,TRUE,0,32,TRUE,9.6,complete,2019-12-05T10:39
576,FALSE,2025,TRUE,0,24,TRUE,11,incomplete,2019-12-05T10:40
577,FALSE,1512,TRUE,0,18,TRUE,10.8,incomplete,2019-12-05T10:41
578,FALSE,723,TRUE,0,23,TRUE,10.6,complete,2019-12-05T10:42
579,TRUE,0,TRUE,0,9,TRUE,9.4,incomplete,2019-12-05T10:43
580,FALSE,0,TRUE,0,9,TRUE,9.2,incomplete,2019-12-05T10:44
581,FALSE,242,TRUE,0,13,TRUE,10,incomplete,2019-12-05T10:45
582,FALSE,240,TRUE,0,13,TRUE,10.4,complete,2019-12-05T10:46
583,FALSE,0,TRUE,0,13,TRUE,9.4,complete,2019-12-05T10:47
584,TRUE,490,TRUE,0,17,TRUE,10,incomplete,2019-12-05T10:48
585,FALSE,608,TRUE,0,25,TRUE,10.4,incomplete,2019-12-05T10:49
586,TRUE,230,TRUE,0,9,TRUE,10,complete,2019-12-05T10:50
587,FALSE,39,TRUE,0,14,TRUE,9.6,complete,2019-12-05T10:51
588,FALSE,468,TRUE,0,17,TRUE,9.4,incomplete,2019-12-05T10:52
589,FALSE,924,TRUE,0,63,TRUE,9.6,incomplete,2019-12-05T10:57
590,FALSE,486,TRUE,0,19,TRUE,10.6,incomplete,2019-12-05T10:58
591,FALSE,264,TRUE,0,16,TRUE,9.4,incomplete,2019-12-05T10:59
592,TRUE,692,TRUE,0,20,TRUE,9.6,complete,2019-12-05T11:00
593,FALSE,457,TRUE,0,17,TRUE,10.6,complete,2019-12-05T11:01
594,FALSE,249,TRUE,0,6,TRUE,10.8,complete,2019-12-05T11:02
595,FALSE,515,TRUE,0,21,TRUE,11,complete,2019-12-05T11:03
596,FALSE,429,TRUE,0,20,TRUE,10.8,complete,2019-12-05T11:04
597,FALSE,495,TRUE,0,15,TRUE,10.4,complete,2019-12-05T11:05
598,FALSE,253,TRUE,0,19,TRUE,9.4,incomplete,2019-12-05T11:06
599,FALSE,0,TRUE,0,13,TRUE,9.4,complete,2019-12-05T11:07
600,FALSE,460,TRUE,0,10,TRUE,9.2,incomplete,2019-12-05T11:08
601,FALSE,729,TRUE,0,17,TRUE,9.4,incomplete,2019-12-05T11:09
602,FALSE,0,TRUE,0,28,TRUE,9.4,complete,2019-12-05T11:10
603,FALSE,0,TRUE,0,9,TRUE,9.2,complete,2019-12-05T11:11
604,FALSE,518,TRUE,0,14,TRUE,9.6,complete,2019-12-05T11:12
605,FALSE,394,TRUE,0,30,TRUE,10.8,complete,2019-12-05T11:13
606,FALSE,517,TRUE,0,19,TRUE,11.2,complete,2019-12-05T11:14
607,FALSE,1249,TRUE,0,27,TRUE,10.8,incomplete,2019-12-05T11:15
608,FALSE,225,TRUE,0,13,TRUE,10.2,incomplete,2019-12-05T11:16
609,FALSE,483,TRUE,0,15,TRUE,9.2,complete,2019-12-05T11:17
610,FALSE,258,TRUE,0,23,TRUE,9.6,incomplete,2019-12-05T11:18
611,FALSE,0,TRUE,0,21,TRUE,9.4,complete,2019-12-05T11:19
612,FALSE,326,TRUE,0,17,TRUE,9.6,incomplete,2019-12-05T11:20
613,FALSE,812,TRUE,0,22,TRUE,10.4,complete,2019-12-05T11:21
614,FALSE,224,TRUE,0,23,TRUE,11,complete,2019-12-05T11:22
615,TRUE,250,TRUE,0,20,TRUE,9.6,incomplete,2019-12-05T11:23
616,FALSE,498,TRUE,0,21,TRUE,9.4,incomplete,2019-12-05T11:24
617,FALSE,751,TRUE,0,49,TRUE,9.4,complete,2019-12-05T11:27
618,FALSE,0,TRUE,0,15,TRUE,10.2,complete,2019-12-05T11:27
619,FALSE,264,TRUE,0,17,TRUE,9.8,incomplete,2019-12-05T11:28
620,TRUE,202,TRUE,0,22,TRUE,10.2,complete,2019-12-05T11:29
621,TRUE,372,TRUE,0,29,TRUE,10.4,complete,2019-12-05T11:30
622,TRUE,699,TRUE,0,25,TRUE,10,incomplete,2019-12-05T11:31
623,FALSE,0,TRUE,0,18,TRUE,10.2,incomplete,2019-12-05T11:32
624,FALSE,247,TRUE,0,21,TRUE,9.4,incomplete,2019-12-05T11:33
625,FALSE,0,TRUE,0,7,TRUE,9.6,incomplete,2019-12-05T11:34
626,FALSE,310,TRUE,0,28,TRUE,9.6,complete,2019-12-05T11:35
627,FALSE,510,TRUE,0,21,TRUE,10.4,incomplete,2019-12-05T11:36
628,FALSE,275,TRUE,0,22,TRUE,10.8,complete,2019-12-05T11:37
629,TRUE,477,TRUE,0,25,TRUE,10,complete,2019-12-05T11:38
630,FALSE,0,TRUE,0,10,TRUE,11.2,complete,2019-12-05T11:39
631,FALSE,482,TRUE,0,19,TRUE,9.2,complete,2019-12-05T11:40
632,FALSE,250,TRUE,0,18,TRUE,9.2,complete,2019-12-05T11:41
633,TRUE,540,TRUE,0,21,TRUE,9.4,complete,2019-12-05T11:42
634,FALSE,755,TRUE,0,16,TRUE,9.4,incomplete,2019-12-05T11:43
635,FALSE,0,TRUE,0,17,TRUE,9.4,complete,2019-12-05T11:44
636,FALSE,359,TRUE,0,19,TRUE,9.8,complete,2019-12-05T11:45
637,TRUE,410,TRUE,0,14,TRUE,9.4,complete,2019-12-05T11:46
638,FALSE,253,TRUE,0,21,TRUE,9.6,complete,2019-12-05T11:47
639,FALSE,494,TRUE,0,18,TRUE,9.4,complete,2019-12-05T11:48
640,FALSE,0,TRUE,0,15,TRUE,10.2,incomplete,2019-12-05T11:49
641,FALSE,242,TRUE,0,18,TRUE,10,complete,2019-12-05T11:50
642,TRUE,0,TRUE,0,16,TRUE,10,complete,2019-12-05T11:51
643,TRUE,9,TRUE,0,31,TRUE,10.6,complete,2019-12-05T11:52
644,TRUE,485,TRUE,0,17,TRUE,10.6,complete,2019-12-05T11:53
645,FALSE,0,TRUE,0,12,TRUE,9.4,incomplete,2019-12-05T11:54
646,FALSE,737,TRUE,0,21,TRUE,10.2,incomplete,2019-12-05T11:55
647,FALSE,3563,TRUE,0,359,TRUE,9.2,incomplete,2019-12-05T11:56
648,TRUE,732,TRUE,0,27,TRUE,10.6,complete,2019-12-05T11:57
649,TRUE,2268,TRUE,0,21,TRUE,9.8,complete,2019-12-05T11:58
650,TRUE,3190,TRUE,0,217,TRUE,10.2,complete,2019-12-05T11:59
651,FALSE,1397,TRUE,0,201,TRUE,9.2,complete,2019-12-05T12:00
652,FALSE,1041,TRUE,0,21,TRUE,9.4,complete,2019-12-05T12:01
653,FALSE,462,TRUE,0,18,TRUE,9.4,complete,2019-12-05T12:02
654,TRUE,487,TRUE,0,14,TRUE,10.6,complete,2019-12-05T12:03
655,FALSE,2696,TRUE,0,202,TRUE,9.4,complete,2019-12-05T12:04
656,TRUE,3631,TRUE,0,250,TRUE,10,complete,2019-12-05T12:05
657,TRUE,505,TRUE,0,18,TRUE,10,complete,2019-12-05T12:06
658,FALSE,1704,TRUE,0,110,TRUE,10,complete,2019-12-05T12:07
659,FALSE,513,TRUE,0,27,TRUE,11.4,complete,2019-12-05T12:09
660,TRUE,704,TRUE,0,18,TRUE,10.4,complete,2019-12-05T12:10
