,link,poe_status,poe_power,rx_packets,tx_packets,rx_fcserrors,time
720,True,False,0.0,452,1451,46,2019-12-08T12:34
721,True,False,0.0,452,1777,46,2019-12-08T12:35
722,True,False,0.0,462,1577,40,2019-12-08T12:36
723,True,False,0.0,0,0,0,2019-12-08T12:37
724,True,False,0.0,1596,5807,112,2019-12-08T12:40
725,True,False,0.0,463,1721,45,2019-12-08T12:41
726,True,False,0.0,510,1818,46,2019-12-08T12:42
727,True,False,0.0,445,1778,50,2019-12-08T12:43
728,True,False,0.0,452,1617,44,2019-12-08T12:44
729,True,False,0.0,479,1678,32,2019-12-08T12:45
730,True,False,0.0,467,1691,40,2019-12-08T12:46
731,True,False,0.0,464,1784,55,2019-12-08T12:47
732,True,False,0.0,478,1710,46,2019-12-08T12:48
733,True,False,0.0,469,1586,42,2019-12-08T12:49
734,True,False,0.0,458,1765,38,2019-12-08T12:50
735,True,False,0.0,462,1677,48,2019-12-08T12:51
736,True,False,0.0,465,1604,46,2019-12-08T12:52
737,True,False,0.0,452,1737,39,2019-12-08T12:53
738,True,False,0.0,473,1614,50,2019-12-08T12:54
739,True,False,0.0,430,1680,46,2019-12-08T12:55
740,True,False,0.0,448,1786,45,2019-12-08T12:56
741,True,False,0.0,514,1778,50,2019-12-08T12:57
742,True,False,0.0,418,1630,46,2019-12-08T12:58
743,True,False,0.0,497,1648,36,2019-12-08T12:59
744,True,False,0.0,451,1654,33,2019-12-08T13:00
745,True,False,0.0,446,1535,40,2019-12-08T13:01
746,True,False,0.0,486,1746,31,2019-12-08T13:02
747,True,False,0.0,468,1712,29,2019-12-08T13:03
748,True,False,0.0,504,1741,45,2019-12-08T13:04
749,True,False,0.0,511,1863,50,2019-12-08T13:05
750,True,False,0.0,473,1817,37,2019-12-08T13:06
751,True,False,0.0,440,1585,37,2019-12-08T13:07
752,True,False,0.0,506,1643,57,2019-12-08T13:08
753,True,False,0.0,493,1694,50,2019-12-08T13:09
754,True,False,0.0,453,1724,36,2019-12-08T13:10
755,True,False,0.0,466,1659,41,2019-12-08T13:11
756,True,False,0.0,514,1915,41,2019-12-08T13:12
757,True,False,0.0,502,1855,54,2019-12-08T13:13
758,True,False,0.0,449,1587,35,2019-12-08T13:14
759,True,False,0.0,469,1689,33,2019-12-08T13:15
760,True,False,0.0,499,1715,42,2019-12-08T13:16
761,True,False,0.0,211,1136,16,2019-12-08T13:17
762,True,False,0.0,144,1000,1,2019-12-08T13:18
763,True,False,0.0,144,962,0,2019-12-08T13:19
764,True,False,0.0,140,1116,1,2019-12-08T13:20
765,True,False,0.0,133,929,1,2019-12-08T13:21
766,True,False,0.0,149,1050,1,2019-12-08T13:22
767,True,False,0.0,205,1054,8,2019-12-08T13:23
768,True,False,0.0,142,970,0,2019-12-08T13:24
769,True,False,0.0,132,1031,1,2019-12-08T13:25
770,True,False,0.0,131,957,0,2019-12-08T13:26
771,True,False,0.0,130,1183,1,2019-12-08T13:27
772,True,False,0.0,127,1028,0,2019-12-08T13:28
773,True,False,0.0,146,1004,0,2019-12-08T13:29
774,True,False,0.0,139,993,0,2019-12-08T13:30
775,True,False,0.0,128,973,1,2019-12-08T13:31
776,True,False,0.0,143,920,0,2019-12-08T13:32
777,True,False,0.0,132,1078,1,2019-12-08T13:33
778,True,False,0.0,150,907,2,2019-12-08T13:34
779,True,False,0.0,128,1069,3,2019-12-08T13:35
780,True,False,0.0,133,968,0,2019-12-08T13:36
781,True,False,0.0,132,931,0,2019-12-08T13:37
782,True,False,0.0,638,4150,6,2019-12-08T13:41
783,True,False,0.0,167,1140,2,2019-12-08T13:42
784,True,False,0.0,143,1110,0,2019-12-08T13:43
785,True,False,0.0,164,895,0,2019-12-08T13:44
786,True,False,0.0,148,1054,0,2019-12-08T13:45
787,True,False,0.0,143,917,1,2019-12-08T13:46
788,True,False,0.0,144,1473,0,2019-12-08T13:47
789,True,False,0.0,144,1011,2,2019-12-08T13:48
790,True,False,0.0,141,1000,0,2019-12-08T13:49
791,True,False,0.0,133,989,0,2019-12-08T13:50
792,True,False,0.0,134,922,0,2019-12-08T13:51
793,True,False,0.0,151,1117,2,2019-12-08T13:52
794,True,False,0.0,139,978,2,2019-12-08T13:53
795,True,False,0.0,149,1000,3,2019-12-08T13:54
796,True,False,0.0,136,891,1,2019-12-08T13:55
797,True,False,0.0,130,1025,0,2019-12-08T13:56
798,True,False,0.0,135,1024,0,2019-12-08T13:57
799,True,False,0.0,202,1091,1,2019-12-08T13:58
800,True,False,0.0,138,1119,0,2019-12-08T13:59
801,True,False,0.0,148,1159,0,2019-12-08T14:00
802,True,False,0.0,138,966,2,2019-12-08T14:01
803,True,False,0.0,142,948,1,2019-12-08T14:02
804,True,False,0.0,134,1117,1,2019-12-08T14:03
805,True,False,0.0,137,967,0,2019-12-08T14:04
806,True,False,0.0,133,967,1,2019-12-08T14:05
807,True,False,0.0,141,815,0,2019-12-08T14:06
808,True,False,0.0,130,944,0,2019-12-08T14:07
809,True,False,0.0,138,1083,0,2019-12-08T14:08
810,True,False,0.0,124,919,1,2019-12-08T14:09
811,True,False,0.0,155,953,0,2019-12-08T14:10
812,True,False,0.0,131,1024,0,2019-12-08T14:11
813,True,False,0.0,159,1089,1,2019-12-08T14:12
814,True,False,0.0,139,1078,0,2019-12-08T14:13
815,True,False,0.0,151,937,1,2019-12-08T14:14
816,True,False,0.0,131,1027,0,2019-12-08T14:15
817,True,False,0.0,125,856,1,2019-12-08T14:16
818,True,False,0.0,119,992,0,2019-12-08T14:17
819,True,False,0.0,137,1003,0,2019-12-08T14:18
820,True,False,0.0,141,986,0,2019-12-08T14:19
821,True,False,0.0,120,1046,0,2019-12-08T14:20
822,True,False,0.0,130,969,1,2019-12-08T14:21
823,True,False,0.0,147,986,0,2019-12-08T14:22
824,True,False,0.0,142,1236,0,2019-12-08T14:23
825,True,False,0.0,122,1013,0,2019-12-08T14:24
826,True,False,0.0,129,961,1,2019-12-08T14:25
827,True,False,0.0,121,950,0,2019-12-08T14:26
828,True,False,0.0,123,973,0,2019-12-08T14:27
829,True,False,0.0,125,966,0,2019-12-08T14:28
830,True,False,0.0,141,1091,0,2019-12-08T14:29
831,True,False,0.0,127,1142,1,2019-12-08T14:30
