,duration,site_id,hour,counts,impacted_counts,failure,success,association,authentication,dhcp,unclear,date,dayofweek,sle
5009862,2682.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,158,9,10.0,2672.0,0.0,0.0,0.0,10.0,2019-09-24 14:00:00,1,0.9962714392244594
5019447,2366.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,170,15,17.0,2349.0,1.0,1.0,0.0,15.0,2019-09-24 15:00:00,1,0.9928148774302621
5031281,2633.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,176,18,18.0,2615.0,0.0,0.0,0.0,17.0,2019-09-24 16:00:00,1,0.9931636916065325
5041194,2638.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,181,13,14.0,2624.0,1.0,0.0,0.0,13.0,2019-09-24 17:00:00,1,0.9946929492039424
5050590,2404.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,172,16,20.0,2384.0,2.0,0.0,0.0,17.0,2019-09-24 18:00:00,1,0.9916805324459235
5066791,2384.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,197,25,32.0,2352.0,1.0,3.0,0.0,27.0,2019-09-24 19:00:00,1,0.9865771812080537
5076575,2541.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,191,13,14.0,2527.0,1.0,0.0,0.0,13.0,2019-09-24 20:00:00,1,0.9944903581267218
5084895,2151.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,189,22,27.0,2124.0,2.0,0.0,0.0,25.0,2019-09-24 21:00:00,1,0.9874476987447699
5097069,1966.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,165,18,21.0,1945.0,0.0,2.0,0.0,18.0,2019-09-24 22:00:00,1,0.9893184130213631
5103764,1411.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,140,11,11.0,1400.0,0.0,1.0,0.0,9.0,2019-09-24 23:00:00,1,0.9922041105598866
5109255,1371.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,118,9,9.0,1362.0,2.0,0.0,0.0,7.0,2019-09-25 00:00:00,2,0.9934354485776805
5121793,858.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,101,12,14.0,844.0,0.0,1.0,0.0,12.0,2019-09-25 01:00:00,2,0.9836829836829837
5129041,554.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,66,7,7.0,547.0,1.0,3.0,0.0,3.0,2019-09-25 02:00:00,2,0.9873646209386282
5137473,561.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,56,8,9.0,552.0,0.0,2.0,0.0,7.0,2019-09-25 03:00:00,2,0.983957219251337
5148893,364.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,36,1,1.0,363.0,0.0,0.0,0.0,1.0,2019-09-25 04:00:00,2,0.9972527472527473
5156614,154.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,20,1,1.0,153.0,0.0,0.0,0.0,0.0,2019-09-25 05:00:00,2,0.9935064935064936
5163291,175.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,16,3,3.0,172.0,0.0,0.0,0.0,3.0,2019-09-25 06:00:00,2,0.9828571428571429
5164811,87.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,17,3,3.0,84.0,0.0,1.0,0.0,2.0,2019-09-25 07:00:00,2,0.9655172413793104
5173893,243.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,34,2,2.0,241.0,0.0,1.0,0.0,1.0,2019-09-25 08:00:00,2,0.9917695473251029
5183175,531.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,49,2,2.0,529.0,0.0,0.0,0.0,2.0,2019-09-25 09:00:00,2,0.9962335216572504
5191747,804.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,51,1,1.0,803.0,0.0,0.0,0.0,0.0,2019-09-25 10:00:00,2,0.9987562189054726
5198726,970.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,70,1,1.0,969.0,0.0,0.0,0.0,1.0,2019-09-25 11:00:00,2,0.9989690721649485
5204338,1738.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,105,8,8.0,1730.0,0.0,0.0,0.0,8.0,2019-09-25 12:00:00,2,0.9953970080552359
5221667,2102.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,142,18,18.0,2084.0,0.0,1.0,0.0,15.0,2019-09-25 13:00:00,2,0.9914367269267365
5224073,2191.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,132,6,7.0,2184.0,0.0,0.0,0.0,7.0,2019-09-25 14:00:00,2,0.9968051118210862
5238772,2196.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,146,15,19.0,2177.0,0.0,1.0,0.0,18.0,2019-09-25 15:00:00,2,0.9913479052823315
5247478,2533.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,164,18,18.0,2515.0,2.0,1.0,0.0,15.0,2019-09-25 16:00:00,2,0.9928938018160284
5257293,2870.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,189,19,22.0,2848.0,0.0,2.0,0.0,19.0,2019-09-25 17:00:00,2,0.9923344947735192
5264520,2952.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,197,21,21.0,2931.0,0.0,2.0,0.0,18.0,2019-09-25 18:00:00,2,0.9928861788617886
5272259,2584.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,178,17,18.0,2566.0,1.0,1.0,0.0,15.0,2019-09-25 19:00:00,2,0.9930340557275542
5287823,2766.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,188,20,23.0,2743.0,1.0,1.0,0.0,21.0,2019-09-25 20:00:00,2,0.9916847433116414
5298653,2051.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,179,17,21.0,2030.0,1.0,2.0,0.0,18.0,2019-09-25 21:00:00,2,0.9897610921501706
5304645,2003.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,166,16,20.0,1983.0,1.0,4.0,0.0,15.0,2019-09-25 22:00:00,2,0.9900149775336995
5318635,2074.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,175,29,32.0,2042.0,3.0,1.0,0.0,25.0,2019-09-25 23:00:00,2,0.9845708775313404
5329350,1666.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,133,13,13.0,1653.0,0.0,0.0,0.0,13.0,2019-09-26 00:00:00,3,0.9921968787515006
5337115,1228.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,123,16,17.0,1211.0,0.0,2.0,0.0,14.0,2019-09-26 01:00:00,3,0.9861563517915309
5348746,887.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,85,11,12.0,875.0,1.0,1.0,0.0,10.0,2019-09-26 02:00:00,3,0.9864712514092446
5350896,527.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,53,9,10.0,517.0,1.0,2.0,0.0,7.0,2019-09-26 03:00:00,3,0.9810246679316889
5362628,333.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,32,4,6.0,327.0,0.0,1.0,0.0,5.0,2019-09-26 04:00:00,3,0.9819819819819819
5367737,419.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,45,8,18.0,401.0,1.0,11.0,0.0,6.0,2019-09-26 05:00:00,3,0.9570405727923628
5375053,263.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,46,6,17.0,246.0,0.0,13.0,0.0,4.0,2019-09-26 06:00:00,3,0.935361216730038
5378716,165.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,28,2,13.0,152.0,0.0,11.0,0.0,2.0,2019-09-26 07:00:00,3,0.9212121212121213
5386606,233.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,39,2,14.0,219.0,0.0,12.0,0.0,2.0,2019-09-26 08:00:00,3,0.9399141630901288
5394211,640.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,52,2,12.0,628.0,0.0,11.0,0.0,1.0,2019-09-26 09:00:00,3,0.98125
5402454,945.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,65,8,21.0,924.0,0.0,13.0,0.0,8.0,2019-09-26 10:00:00,3,0.9777777777777777
5408007,1320.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,98,7,15.0,1305.0,0.0,9.0,0.0,6.0,2019-09-26 11:00:00,3,0.9886363636363636
5417261,2345.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,148,12,16.0,2329.0,1.0,0.0,0.0,14.0,2019-09-26 12:00:00,3,0.9931769722814499
5428418,2528.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,167,12,12.0,2516.0,1.0,1.0,0.0,10.0,2019-09-26 13:00:00,3,0.995253164556962
5440608,2735.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,167,12,16.0,2719.0,0.0,0.0,0.0,16.0,2019-09-26 14:00:00,3,0.9941499085923218
5450708,2619.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,178,12,13.0,2606.0,0.0,1.0,0.0,11.0,2019-09-26 15:00:00,3,0.9950362733867889
5463556,2670.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,179,15,19.0,2651.0,2.0,1.0,0.0,16.0,2019-09-26 16:00:00,3,0.9928838951310861
5464885,2673.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,183,10,11.0,2662.0,1.0,2.0,0.0,7.0,2019-09-26 17:00:00,3,0.9958847736625515
5475012,1784.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,179,18,19.0,1765.0,2.0,1.0,0.0,15.0,2019-09-26 18:00:00,3,0.9893497757847534
5486007,2115.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,177,15,21.0,2094.0,0.0,0.0,0.0,20.0,2019-09-26 19:00:00,3,0.9900709219858156
5494787,2622.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,187,18,19.0,2603.0,2.0,0.0,0.0,17.0,2019-09-26 20:00:00,3,0.9927536231884058
5510963,1951.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,169,19,22.0,1929.0,2.0,0.0,0.0,19.0,2019-09-26 21:00:00,3,0.9887237314197848
5515218,1814.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,144,15,18.0,1796.0,2.0,1.0,0.0,15.0,2019-09-26 22:00:00,3,0.9900771775082691
5531237,1701.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,143,13,13.0,1688.0,0.0,0.0,0.0,12.0,2019-09-26 23:00:00,3,0.9923574368018813
5540199,1552.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,120,14,17.0,1535.0,0.0,2.0,0.0,15.0,2019-09-27 00:00:00,4,0.9890463917525774
5545796,844.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,101,15,17.0,827.0,1.0,0.0,0.0,15.0,2019-09-27 01:00:00,4,0.9798578199052133
5556777,624.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,72,9,9.0,615.0,1.0,0.0,0.0,8.0,2019-09-27 02:00:00,4,0.9855769230769231
5561575,547.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,59,9,14.0,533.0,2.0,7.0,0.0,5.0,2019-09-27 03:00:00,4,0.9744058500914077
5575555,335.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,38,6,17.0,318.0,0.0,12.0,0.0,5.0,2019-09-27 04:00:00,4,0.9492537313432836
5578728,200.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,26,6,22.0,178.0,0.0,16.0,0.0,6.0,2019-09-27 05:00:00,4,0.89
5585152,258.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,32,5,26.0,232.0,0.0,20.0,0.0,6.0,2019-09-27 06:00:00,4,0.8992248062015504
5593266,239.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,29,4,14.0,225.0,0.0,11.0,0.0,3.0,2019-09-27 07:00:00,4,0.9414225941422594
5597734,330.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,50,3,12.0,318.0,0.0,10.0,0.0,2.0,2019-09-27 08:00:00,4,0.9636363636363636
5610237,641.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,49,4,10.0,631.0,0.0,4.0,0.0,6.0,2019-09-27 09:00:00,4,0.984399375975039
5617923,1081.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,69,5,5.0,1076.0,0.0,1.0,0.0,4.0,2019-09-27 10:00:00,4,0.9953746530989824
5625870,1552.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,100,6,6.0,1546.0,0.0,1.0,0.0,5.0,2019-09-27 11:00:00,4,0.9961340206185567
5628614,2254.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,134,10,12.0,2242.0,1.0,0.0,0.0,11.0,2019-09-27 12:00:00,4,0.9946761313220941
5642637,2357.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,163,12,15.0,2342.0,0.0,1.0,0.0,14.0,2019-09-27 13:00:00,4,0.9936359779380568
5653659,2741.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,184,17,19.0,2722.0,1.0,2.0,0.0,13.0,2019-09-27 14:00:00,4,0.9930682232761766
5658782,2558.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,183,23,32.0,2526.0,1.0,5.0,0.0,25.0,2019-09-27 15:00:00,4,0.9874902267396404
5671636,2759.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,212,16,20.0,2739.0,1.0,2.0,0.0,16.0,2019-09-27 16:00:00,4,0.9927509967379485
5681646,2878.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,220,15,16.0,2862.0,1.0,1.0,0.0,13.0,2019-09-27 17:00:00,4,0.9944405837387075
5687412,3112.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,235,21,25.0,3087.0,2.0,1.0,0.0,22.0,2019-09-27 18:00:00,4,0.9919665809768637
5699412,2968.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,225,18,20.0,2948.0,2.0,2.0,0.0,15.0,2019-09-27 19:00:00,4,0.9932614555256065
5712837,2558.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,209,26,27.0,2531.0,2.0,0.0,0.0,25.0,2019-09-27 20:00:00,4,0.9894448788115715
5717525,2380.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,204,27,32.0,2348.0,3.0,0.0,0.0,28.0,2019-09-27 21:00:00,4,0.9865546218487395
5733857,2706.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,213,28,32.0,2674.0,2.0,0.0,0.0,28.0,2019-09-27 22:00:00,4,0.9881744271988174
5737927,2178.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,194,27,32.0,2146.0,0.0,3.0,0.0,27.0,2019-09-27 23:00:00,4,0.9853076216712581
5748515,1732.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,150,23,34.0,1698.0,0.0,13.0,0.0,21.0,2019-09-28 00:00:00,5,0.9803695150115473
5756694,1114.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,125,15,28.0,1086.0,0.0,13.0,0.0,15.0,2019-09-28 01:00:00,5,0.9748653500897666
5765463,973.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,99,17,32.0,941.0,0.0,12.0,0.0,20.0,2019-09-28 02:00:00,5,0.9671120246659815
5775848,706.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,59,9,20.0,686.0,0.0,11.0,0.0,9.0,2019-09-28 03:00:00,5,0.9716713881019831
5781136,418.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,47,5,15.0,403.0,0.0,11.0,0.0,4.0,2019-09-28 04:00:00,5,0.9641148325358851
5789520,218.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,24,6,17.0,201.0,0.0,12.0,0.0,5.0,2019-09-28 05:00:00,5,0.9220183486238532
5795493,180.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,19,2,13.0,167.0,0.0,12.0,0.0,1.0,2019-09-28 06:00:00,5,0.9277777777777778
5803729,140.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,31,3,13.0,127.0,0.0,11.0,0.0,2.0,2019-09-28 07:00:00,5,0.9071428571428571
5809229,329.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,44,2,13.0,316.0,1.0,12.0,0.0,0.0,2019-09-28 08:00:00,5,0.9604863221884499
5815052,909.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,55,6,16.0,893.0,0.0,13.0,0.0,3.0,2019-09-28 09:00:00,5,0.9823982398239824
5821998,1396.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,72,5,15.0,1381.0,0.0,11.0,0.0,4.0,2019-09-28 10:00:00,5,0.9892550143266475
5831651,2022.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,110,13,26.0,1996.0,1.0,12.0,0.0,13.0,2019-09-28 11:00:00,5,0.9871414441147379
5840198,1943.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,112,10,22.0,1921.0,0.0,11.0,0.0,11.0,2019-09-28 12:00:00,5,0.988677303139475
5847675,2441.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,158,20,35.0,2406.0,1.0,12.0,0.0,21.0,2019-09-28 13:00:00,5,0.985661614092585
5856215,2767.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,199,29,40.0,2727.0,2.0,11.0,0.0,27.0,2019-09-28 14:00:00,5,0.9855439103722443
5864312,3312.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,231,31,44.0,3268.0,1.0,12.0,0.0,30.0,2019-09-28 15:00:00,5,0.9867149758454107
5878583,3190.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,238,33,44.0,3146.0,4.0,11.0,0.0,28.0,2019-09-28 16:00:00,5,0.9862068965517241
5887581,3598.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,240,29,41.0,3557.0,2.0,11.0,0.0,26.0,2019-09-28 17:00:00,5,0.9886047804335742
5895661,3283.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,237,26,39.0,3244.0,2.0,13.0,0.0,23.0,2019-09-28 18:00:00,5,0.9881206213828815
5909469,3290.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,235,33,46.0,3244.0,1.0,13.0,0.0,28.0,2019-09-28 19:00:00,5,0.9860182370820668
5914497,2776.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,234,35,50.0,2726.0,5.0,15.0,0.0,27.0,2019-09-28 20:00:00,5,0.9819884726224783
5927176,2633.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,199,28,44.0,2589.0,2.0,11.0,0.0,27.0,2019-09-28 21:00:00,5,0.9832890239270794
